COD Municipio;Cidade;COD UF;UF;Total de escolas federais;Total de escolas estaduais;Total de escolas municipais;Total de escolas privadas;Total de escolas sem creche;Total de escolas com creche;Escolas que não funcionam em prédio escolar;Escolas que funcionam em prédio escolar;Total de escolas que não funcionam em unidade de atendimento socio educativo;Total de escolas que funcionam em unidade de atendimento socio educativo;Total de escolas que não funcionam em unidade prisional;Total de escolas que funcionam em unidade prisional;Total de escolas que não funcionam em galpão / rancho / paiol / barracão;Total de escolas que funcionam em galpão / rancho / paiol / barracão;Total de escolas que não funcionam em salas de outra escola;Total de escolas que funcionam em salas de outra escola;Total de escolas que não funcionam em outros locais;Total de escolas que funcionam em outros locais;Total de escolas que não tem abastecimento de água da rede pública;Total de escolas que tem abastecimento de água da rede pública;Total de escolas que não não possuem abastecimento de água;Total de escolas que não possuem abastecimento de água;Total de escolas que não possuem energia elétrica da rede pública;Total de escolas que possuem energia elétrica da rede pública;Total de escolas que não não possuem energia elétrica;Total de escolas que não possuem energia elétrica;Total de matrículas;Total de docentes;Total de docentes em Creche;Total de docentes em Pré-escola;Total de docentes em 1ª Série;Total de docentes em 2ª Série;Total de docentes em 3ª Série;Total de docentes em 4ª Série;Total de docentes em 5ª Série;Total de docentes em 6ª Série;Total de docentes em 7ª Série;Total de docentes em 8ª Série;Total de docentes em 1º Ano;Total de docentes em 2º Ano;Total de docentes em 3º Ano;Total de docentes em 4º Ano;Total de docentes em 5º Ano;Total de docentes em 6º Ano;Total de docentes em 7º Ano;Total de docentes em 8º Ano;Total de docentes em 9º Ano;Total de docentes em 1º ano/1ª Série;Total de docentes em 2º ano/2ª Série;Total de docentes em 3ºano/3ª Série;Total de docentes em 4º ano/4ª Série;Total de docentes em Nao Seriada;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) 1ª Série;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) 2ª Série;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) 3ª Série;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) 4ª Série;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) Nao Seriada;Total de docentes em Modalidade Normal/Magistério 1ª Série;Total de docentes em Modalidade Normal/Magistério 2ª Série;Total de docentes em Modalidade Normal/Magistério 3ª Série;Total de docentes em Modalidade Normal/Magistério 4ª Série;Total de docentes em Concomitante;Total de docentes em Subsequente;Total de docentes em Ensino Fundamental - Projovem Urbano;Total de docentes em Nível Médio;Total de docentes em Curso FIC Concomitante;Total de docentes em Ensino Fundamental - Anos Iniciais;Total de docentes em Ensino Fundamental - Anos Finais;Total de docentes em Ensino Médio;Total de docentes em Nível Fundamental (EJA integrada à Educação Profissional de Nível Fundamental);Total de docentes em Curso Técnico Integrado na Modalidade EJA (EJA integrada à Educação Profissional de Nível Médio);Total de docentes em Nao aplicável para turmas de atendimento educacional especializado (AEE) e atividade complementar;
2404408;Grossos;24;RN;;2,0;8,0;;4;6,0;;10;10;;10;;10;;10;;10;;;10,0;10,0;;;10;10;;2306;95;10,0;15;;;;;;;;;3;3;4;5;5,0;26;28;26;27;15,0;14,0;14,0;;;;;;;;;;;;;;;;;1,0;3,0;;;;;3,4
2513653;Joca Claudino;25;PB;;1,0;9,0;;8;2,0;1,0;9;10;;10;;10;;8;2,0;10;;5,0;5,0;10,0;;;10;10;;1011;60;14,0;5;;;;;;;;;2;2;3;3;2,0;11;10;9;9;8,0;8,0;8,0;;;;;;;;;;;;;;;;;7,0;5,0;8,0;;;;4,3
2607406;Itacuruba;26;PE;;2,0;8,0;;7;3,0;;10;10;;10;;10;;9;1,0;7;3,0;2,0;8,0;10,0;;;10;10;;1928;101;19,0;22;;;;;;;;;4;3;4;3;5,0;18;15;18;16;12,0;10,0;8,0;;;;;;;;;;;;;;;;;2,0;12,0;9,0;8,0;;;3,8
2919009;Lajedinho;29;BA;;1,0;9,0;;7;3,0;;10;10;;10;;10;;10;;9;1,0;;10,0;10,0;;;10;10;;1002;43;5,0;6;;;;;;;;;1;2;4;2;2,0;9;11;11;9;8,0;8,0;8,0;;;;;;;;;;;;;;;;;7,0;8,0;3,0;;;;3,4
2704609;Maravilha;27;AL;;1,0;8,0;1,0;6;4,0;;10;10;;10;;10;;10;;8;2,0;4,0;6,0;10,0;;;10;10;;4273;186;12,0;16;;;;;;;;;17;16;20;19;18,0;18;18;17;17;18,0;19,0;19,0;;;;;;;;;;;;;;;;;56,0;16,0;13,0;;;;3,2
2607109;Ingazeira;26;PE;;1,0;9,0;;3;7,0;;10;10;;10;;10;;10;;9;1,0;7,0;3,0;3,0;7,0;;10;10;;1105;56;11,0;10;;;;;;;;;9;8;8;9;7,0;11;13;13;10;6,0;6,0;6,0;;3,0;;;;;;;;;;;;;;;2,0;9,0;;;;;4,6
2500205;Aguiar;25;PB;;1,0;9,0;;8;2,0;1,0;9;10;;10;;9;1,0;8;2,0;10;;4,0;6,0;10,0;;;10;10;;1203;78;7,0;8;;;;;;;;;5;5;4;4;5,0;14;24;23;16;17,0;14,0;14,0;;;;;;;;;;;;;;;;;;7,0;13,0;;;;4,1
2508000;Juru;25;PB;;2,0;8,0;;6;4,0;;10;10;;10;;10;;10;;6;4,0;5,0;5,0;10,0;;;10;10;;2683;117;8,0;13;;;;;;;;;7;4;7;6;6,0;30;33;31;33;;13,0;12,0;;;14,0;;;;;;;;;;;;;;3,0;10,0;4,0;;;;4,2
2209351;Santana do Piauí;22;PI;;1,0;9,0;;4;6,0;;10;10;;10;;10;;10;;9;1,0;1,0;9,0;10,0;;;10;10;;1088;79;6,0;8;;;;;;;;;4;6;8;8;10,0;15;16;18;15;10,0;11,0;11,0;;;;;;;;;;;;;;;;;8,0;6,0;;;;;4,4
2512762;Riachão do Poço;25;PB;;1,0;8,0;1,0;3;7,0;;10;10;;10;;10;;10;;10;;10,0;;10,0;;;10;10;;1342;70;7,0;7;;;;;;;;;3;3;4;3;4,0;12;14;14;9;11,0;11,0;11,0;;;;;;;;;;;;;;;;;1,0;4,0;8,0;;;;
2310001;Palhano;23;CE;;1,0;8,0;1,0;5;5,0;;10;10;;10;;10;;10;;10;;;10,0;10,0;;;10;10;;2743;100;14,0;15;;;;;;;;;7;7;8;7;6,0;21;21;25;19;17,0;14,0;17,0;;;;;;;;;;;;;;;;;;14,0;4,0;;;;4,6
2501203;Areial;25;PB;;1,0;8,0;1,0;7;3,0;;10;10;;10;;10;;10;;8;2,0;7,0;3,0;10,0;;;10;10;;2349;105;8,0;12;;;;;;;;;6;5;7;7;6,0;21;29;31;30;20,0;16,0;15,0;;;;;;;;;;;;;;;;;1,0;8,0;11,0;;;;4,4
2807006;São Miguel do Aleixo;28;SE;;1,0;9,0;;9;1,0;;10;10;;10;;10;;10;;10;;;10,0;10,0;;;10;10;;1075;68;2,0;4;;;;;;;;;3;3;5;5;4,0;12;12;11;10;19,0;19,0;20,0;;;;;;;;;;;;;;;;;;4,0;;;;;
2304608;General Sampaio;23;CE;;1,0;9,0;;4;6,0;;10;10;;10;;10;;10;;8;2,0;1,0;9,0;10,0;;;10;10;;2833;121;15,0;11;;;;;;;;;15;16;18;18;16,0;22;27;29;26;13,0;10,0;11,0;;;;;;;;;;;;;;;;;3,0;1,0;3,0;;;;4,7
2903300;Barro Preto;29;BA;;1,0;9,0;;9;1,0;;10;10;;10;;10;;10;;4;6,0;3,0;7,0;10,0;;;10;10;;1961;84;12,0;7;;;;;;;;;9;10;9;7;7,0;21;21;20;18;9,0;10,0;10,0;;;;;;;;;;;;;;;;;10,0;14,0;8,0;;;;4,0
2205607;Landri Sales;22;PI;;1,0;7,0;2,0;5;5,0;;10;10;;10;;10;;10;;10;;1,0;9,0;10,0;;;10;10;;2776;108;10,0;11;;;;;;;;;7;11;11;12;12,0;26;23;23;17;13,0;11,0;10,0;;;;;;;;;;;;;;;;;29,0;8,0;10,0;;;;4,5
2900355;Adustina;29;BA;;1,0;8,0;1,0;8;2,0;;10;10;;10;;10;;9;1,0;10;;2,0;8,0;10,0;;;10;10;;3527;197;9,0;16;;;;;;;;;20;31;35;24;26,0;40;44;37;26;16,0;15,0;13,0;;;;;;;;12,0;12,0;11,0;11,0;;1,0;;;;3,0;12,0;;;6,0;;4,1
2201572;Belém do Piauí;22;PI;;1,0;9,0;;6;4,0;;10;10;;10;;10;;9;1,0;9;1,0;4,0;6,0;10,0;;;10;10;;1652;76;9,0;7;;;;;;;;;3;5;8;7;6,0;8;9;10;11;10,0;11,0;11,0;;;;;;;;;;;;;;;;;14,0;6,0;11,0;;;;5,0
2205953;Marcolândia;22;PI;;1,0;8,0;1,0;7;3,0;;10;10;;10;;10;;10;;10;;10,0;;10,0;;;10;10;;4459;137;7,0;23;;;;;;;;;7;10;12;21;17,0;19;21;20;18;19,0;18,0;15,0;;;;;;;;;;;;;;;;;28,0;6,0;10,0;;;;4,7
2703908;Jundiá;27;AL;;1,0;9,0;;5;5,0;;10;10;;10;;10;;10;;7;3,0;6,0;4,0;10,0;;;10;10;;1329;60;7,0;7;;;;;;;;;2;2;2;2;2,0;13;15;11;11;10,0;10,0;10,0;;;;;;;;;;;;;;;;;3,0;;10,0;;;;4,2
2200277;Alegrete do Piauí;22;PI;;1,0;9,0;;6;4,0;;10;10;;10;;10;;9;1,0;8;2,0;9,0;1,0;10,0;;;10;10;;1393;89;5,0;7;;;;;;;;;5;6;7;7;9,0;21;21;22;23;15,0;14,0;15,0;;;;;;;;;;;;1,0;;;;;4,0;23,0;33,0;;;;3,8999999999999995
2505808;Duas Estradas;25;PB;;2,0;7,0;1,0;7;3,0;;10;10;;10;;10;;10;;10;;2,0;8,0;10,0;;;10;10;;1194;84;4,0;9;;;;;;;;;4;3;3;3;4,0;27;25;22;20;9,0;9,0;10,0;;;;;;;;;;;;;;;;;15,0;14,0;8,0;;;;
2210300;São Julião;22;PI;;2,0;7,0;1,0;5;5,0;1,0;9;10;;10;;10;;10;;8;2,0;;10,0;10,0;;;10;10;;2475;129;13,0;15;;;;;;;;;9;7;9;12;13,0;32;39;41;30;16,0;13,0;11,0;;;;;;;;;;;;1,0;;;;;14,0;9,0;10,0;;;;4,2
2202026;Buriti dos Montes;22;PI;;1,0;9,0;;2;8,0;;10;10;;10;;10;;9;1,0;9;1,0;5,0;5,0;10,0;;1,0;9;10;;3043;108;15,0;16;;;;;;;;;19;18;21;25;27,0;38;40;38;40;15,0;18,0;17,0;;;;;;;;;;;;;;;;;13,0;8,0;16,0;;;;4,9
2918605;Jussiape;29;BA;;2,0;7,0;1,0;8;2,0;;10;10;;10;;10;;9;1,0;10;;;10,0;10,0;;;10;10;;1362;107;18,0;15;;;;;;;;;7;7;13;13;13,0;35;36;33;32;15,0;16,0;15,0;;;;;;;;;;;;;;;;;;;7,0;;;;4,3
2209559;São Braz do Piauí;22;PI;;1,0;9,0;;2;8,0;;10;10;;10;;10;;9;1,0;10;;8,0;2,0;9,0;1,0;;10;10;;1131;53;5,0;5;;;;;;;;;7;6;11;14;12,0;15;15;13;14;10,0;11,0;10,0;;;;;;;;;;;;;;;;;;3,0;8,0;;;;4,1
2202455;Capitão Gervásio Oliveira;22;PI;;1,0;9,0;;5;5,0;2,0;8;10;;10;;9;1,0;6;4,0;9;1,0;10,0;;7,0;3,0;;10;10;;1269;56;5,0;5;;;;;;;;;4;4;6;6;11,0;16;15;14;14;12,0;11,0;12,0;;;;;;;;;;;;1,0;;;;;7,0;3,0;11,0;;;;4,1
2709004;Tanque d'Arca;27;AL;;1,0;9,0;;7;3,0;;10;10;;10;;10;;10;;8;2,0;5,0;5,0;9,0;1,0;;10;10;;2427;91;13,0;6;;;;;;;;;4;4;4;4;5,0;13;13;12;12;11,0;12,0;14,0;;;;;;;;;;;;;;;;;19,0;16,0;8,0;;;;4,2
2201101;Avelino Lopes;22;PI;;2,0;7,0;1,0;5;5,0;;10;10;;10;;10;;10;;10;;3,0;7,0;10,0;;2,0;8;8;2,0;3045;123;6,0;11;;;;;;;;;12;6;5;8;6,0;49;40;45;38;18,0;16,0;15,0;;;;;;;;;;;;;;;;;4,0;14,0;9,0;;;;4,4
2800704;Brejo Grande;28;SE;;2,0;8,0;;4;6,0;;10;10;;10;;10;;10;;6;4,0;2,0;8,0;10,0;;;10;10;;2403;133;14,0;16;;;;;;;;;15;11;10;12;11,0;38;34;35;32;19,0;20,0;19,0;;;;;;;;;;;;;;;;;3,0;17,0;;;;;3,6000000000000005
2202251;Canavieira;22;PI;;1,0;9,0;;6;4,0;;10;10;;10;;10;;10;;9;1,0;4,0;6,0;10,0;;;10;10;;1190;74;5,0;7;;;;;;;;;5;4;5;7;7,0;16;16;17;19;8,0;7,0;9,0;;;;;;;;;;;;1,0;;;;;2,0;13,0;13,0;;;;3,5
2513604;Santana dos Garrotes;25;PB;;2,0;7,0;1,0;3;7,0;;10;10;;10;;10;;10;;10;;4,0;6,0;10,0;;;10;10;;2333;123;21,0;15;;;;;;;;;8;9;9;7;9,0;21;34;24;30;14,0;13,0;13,0;;;;;;;;;;;;;;;;;23,0;8,0;11,0;;;;3,8
2410900;Riachuelo;24;RN;;1,0;8,0;1,0;7;3,0;;10;10;;10;;10;;10;;10;;3,0;7,0;10,0;;;10;10;;2335;67;3,0;13;;;;;;;;;8;8;8;6;6,0;13;18;14;14;8,0;10,0;10,0;;;;;;;;;;;;;;;;;12,0;1,0;7,0;;;;4,0
2512721;Pedro Régis;25;PB;;1,0;9,0;;8;2,0;;10;10;;10;;10;;10;;10;;4,0;6,0;10,0;;;10;10;;1294;83;2,0;7;;;;;;;;;4;4;6;6;7,0;27;28;27;25;12,0;12,0;11,0;;;;;;;;;;;;;;;;;3,0;5,0;11,0;;;;3,9000000000000004
2503902;Camalaú;25;PB;;1,0;9,0;;9;1,0;;10;10;;10;;10;;10;;10;;5,0;5,0;10,0;;;10;10;;1460;92;8,0;9;;;;;;;;;3;3;6;5;5,0;21;26;28;19;11,0;11,0;11,0;;;;;;;;;;;;;;;;;1,0;5,0;4,0;;;;4,4
2205250;Jardim do Mulato;22;PI;;1,0;9,0;;4;6,0;;10;10;;10;;10;;8;2,0;9;1,0;;10,0;10,0;;;10;10;;1235;75;1,0;4;;;;;;;;;7;5;8;12;14,0;20;27;24;24;15,0;15,0;14,0;;;;;;;;;;;;1,0;;;;;;;9,0;;;;3,6
2207751;Passagem Franca do Piauí;22;PI;;1,0;10,0;;3;8,0;;11;11;;11;;11;;11;;11;;7,0;4,0;11,0;;;11;11;;1839;77;4,0;5;;;;;;;;;2;3;4;2;4,0;16;16;15;15;11,0;13,0;11,0;;;;;;;;;;;;;;;;;18,0;3,0;8,0;;;;
2202083;Cajueiro da Praia;22;PI;;1,0;10,0;;10;1,0;;11;11;;11;;11;;11;;9;2,0;11,0;;11,0;;;11;11;;2235;75;1,0;14;;;;;;;;;5;5;7;6;5,0;31;31;31;27;14,0;13,0;12,0;;;;;;;;;;;;;;;;;;16,0;;;;;4,4
2801108;Canhoba;28;SE;;3,0;8,0;;8;3,0;;11;11;;11;;11;;9;2,0;11;;;11,0;11,0;;;11;11;;1107;64;5,0;9;;;;;;;;;1;3;4;4;3,0;13;13;12;12;11,0;11,0;11,0;;;;;;;;;;;;;;;;;2,0;9,0;5,0;;;;
2210623;Sebastião Barros;22;PI;;1,0;10,0;;9;2,0;;11;11;;11;;11;;10;1,0;9;2,0;7,0;4,0;11,0;;6,0;5;5;6,0;1553;88;2,0;14;;;;;;;;;14;8;18;25;24,0;27;27;21;22;12,0;12,0;12,0;;;;;;;;;;;;;;;;;1,0;10,0;10,0;;;;3,3
2921054;Matina;29;BA;;1,0;10,0;;10;1,0;;11;11;;11;;11;;9;2,0;11;;;11,0;11,0;;;11;11;;2832;186;25,0;28;;;;;;;;;14;15;15;22;17,0;40;44;47;37;13,0;12,0;12,0;;;;;;;;;;;;;;;;;3,0;7,0;8,0;;;;4,1
2514008;São João do Cariri;25;PB;;2,0;8,0;1,0;6;5,0;;11;11;;10;1,0;11;;10;1,0;11;;5,0;6,0;11,0;;;11;11;;1088;100;9,0;7;;;;;;;;;6;6;6;6;6,0;26;36;29;29;14,0;14,0;12,0;;;;;;;;;;;;;;;;;5,0;28,0;20,0;;;;3,5
2406007;José da Penha;24;RN;;1,0;10,0;;5;6,0;1,0;10;11;;11;;10;1,0;11;;10;1,0;7,0;4,0;11,0;;;11;11;;1388;61;4,0;6;;;;;;;;;2;3;3;4;5,0;18;20;19;19;12,0;12,0;11,0;;;;;;;;;;;;;;;;;;9,0;;;;;4,1
2406700;Lajes;24;RN;1,0;2,0;8,0;;7;4,0;;11;11;;11;;11;;11;;9;2,0;;11,0;11,0;;;11;11;;3151;138;12,0;14;;;;;;;;;8;7;8;10;9,0;21;21;22;19;15,0;16,0;16,0;;;31,0;30,0;31,0;19,0;;;;;;;11,0;;;;;12,0;;;;;4,5
2503803;Caldas Brandão;25;PB;;2,0;6,0;3,0;3;8,0;;11;11;;11;;11;;11;;10;1,0;2,0;9,0;11,0;;;11;11;;1573;100;6,0;10;;;;;;;;;4;5;6;6;6,0;29;35;30;36;19,0;18,0;18,0;;;;;;;;;;;;;;;;;6,0;13,0;17,0;;;;
2703403;Jacaré dos Homens;27;AL;;1,0;10,0;;4;7,0;;11;11;;11;;11;;10;1,0;9;2,0;;11,0;11,0;;;11;11;;2499;98;9,0;11;;;;;;;;;5;5;5;5;4,0;24;24;23;17;12,0;12,0;11,0;;;;;;;;;;;;;;;;;20,0;7,0;11,0;;;;3,6999999999999997
2515906;Serraria;25;PB;;2,0;9,0;;4;7,0;;11;11;;11;;11;;11;;11;;7,0;4,0;11,0;;1,0;10;10;1,0;1448;70;2,0;8;;;;;;;;;3;5;6;5;5,0;19;17;18;19;14,0;13,0;12,0;;;;;;;;;;;;;;;;;4,0;9,0;11,0;;;;
2919603;Macajuba;29;BA;;1,0;10,0;;9;2,0;;11;11;;11;;11;;11;;11;;1,0;10,0;11,0;;1,0;10;10;1,0;3136;97;19,0;8;;;;;;;;;5;6;5;7;3,0;21;23;17;17;18,0;17,0;16,0;;;;;;;;;;;;;;;;;2,0;;8,0;;;;
2502052;Bernardino Batista;25;PB;;1,0;10,0;;9;2,0;;11;11;;11;;11;;9;2,0;8;3,0;5,0;6,0;10,0;1,0;;11;11;;1582;89;14,0;10;;;;;;;;;3;3;4;4;5,0;20;18;14;12;8,0;9,0;10,0;;;;;;;;;;;;;;;;;13,0;10,0;10,0;;;;4,3
2401404;Baía Formosa;24;RN;;2,0;7,0;2,0;6;5,0;;11;11;;11;;11;;11;;10;1,0;;11,0;11,0;;;11;11;;2341;106;15,0;15;;;;;;;;;8;8;9;12;10,0;23;21;18;15;11,0;12,0;12,0;;;;;;;;;;;;;;;;;2,0;7,0;;;;;
2510105;Nova Floresta;25;PB;;2,0;8,0;1,0;9;2,0;;11;11;;11;;11;;11;;11;;10,0;1,0;11,0;;;11;11;;2264;96;4,0;11;;;;;;;;;7;8;7;7;6,0;23;26;27;23;15,0;10,0;10,0;;;;;;;;;;;;;;;;;2,0;10,0;13,0;;;;4,2
2311207;Potengi;23;CE;;1,0;8,0;2,0;4;7,0;;11;11;;11;;11;;11;;10;1,0;2,0;9,0;11,0;;;11;11;;2924;124;19,0;18;;;;;;;;;15;16;18;15;17,0;30;26;20;15;16,0;17,0;14,0;;;;;;;;;;;;;;;;;8,0;10,0;3,0;;;;4,5
2502706;Borborema;25;PB;;1,0;8,0;2,0;8;3,0;;11;11;;11;;11;;11;;10;1,0;4,0;7,0;11,0;;;11;11;;1411;89;2,0;12;;;;;;;;;4;6;6;6;5,0;29;31;28;28;11,0;12,0;11,0;;;;;;;;;;;;;;;;;;7,0;9,0;;;;
2922656;Nordestina;29;BA;;1,0;10,0;;6;5,0;;11;11;;11;;11;;11;;11;;1,0;10,0;11,0;;;11;11;;3325;155;19,0;19;;;;;;;;;12;12;17;15;16,0;35;33;30;33;17,0;13,0;11,0;;;;;;;;;;;;;;;;;;;4,0;;;;3,9
2207777;Patos do Piauí;22;PI;;2,0;8,0;1,0;8;3,0;;11;11;;11;;10;1,0;11;;11;;3,0;8,0;11,0;;;11;11;;1402;74;5,0;12;;;;;;;;;6;4;6;19;18,0;19;20;20;19;21,0;19,0;20,0;;;;;;;;;;;;;;;;;2,0;8,0;19,0;;;;4,3
2931103;Tanquinho;29;BA;;1,0;8,0;2,0;10;1,0;1,0;10;11;;11;;11;;11;;10;1,0;;11,0;11,0;;;11;11;;1888;74;11,0;12;;;;;;;;;8;5;5;8;7,0;14;18;17;10;15,0;13,0;11,0;;;;;;;;;;;;;;;;;1,0;4,0;4,0;;;;
2913309;Ichu;29;BA;;2,0;7,0;2,0;6;5,0;;11;11;;11;;11;;11;;10;1,0;1,0;10,0;11,0;;;11;11;;1576;97;15,0;12;;;;;;;;;3;3;5;3;3,0;24;24;27;33;13,0;13,0;12,0;;;8,0;;;;;;;;;;2,0;;;;;;;;;;
2106201;Luís Domingues;21;MA;;1,0;10,0;;5;6,0;;11;11;;11;;11;;10;1,0;10;1,0;7,0;4,0;11,0;;1,0;10;11;;2775;117;11,0;13;;;;;;;;;5;4;6;7;8,0;24;30;24;25;12,0;13,0;13,0;;;;;;;;;;;;;;;;;6,0;8,0;7,0;;;;3,4
2407906;Monte das Gameleiras;24;RN;;1,0;10,0;;4;7,0;;11;11;;11;;11;;11;;11;;9,0;2,0;11,0;;3,0;8;8;3,0;835;44;3,0;3;;;;;;;;;2;2;2;3;2,0;7;9;7;7;6,0;6,0;6,0;;;;;;;;;;;;;;;;;5,0;9,0;6,0;;;;
2909000;Cordeiros;29;BA;;1,0;10,0;;8;3,0;;11;11;;11;;11;;10;1,0;10;1,0;1,0;10,0;11,0;;;11;11;;1647;108;17,0;13;;;;;;;;;9;9;11;11;11,0;24;26;25;25;13,0;14,0;13,0;;;9,0;;;;;;;;;;;;;;;;;;;;4,7
2101806;Benedito Leite;21;MA;;2,0;9,0;;8;3,0;1,0;10;11;;11;;11;;8;3,0;8;3,0;4,0;7,0;11,0;;;11;11;;1976;98;5,0;13;;;;;;;;;10;10;13;14;21,0;19;20;22;14;15,0;9,0;15,0;;;;;;;;;;;;;;;;;8,0;10,0;;;;;3,6
2509370;Mato Grosso;25;PB;;1,0;9,0;1,0;9;2,0;;11;11;;11;;11;;11;;9;2,0;5,0;6,0;11,0;;;11;11;;846;49;4,0;6;;;;;;;;;3;2;3;2;2,0;7;6;7;6;6,0;6,0;6,0;;;;;;;;;;;;;;;;;6,0;4,0;6,0;;;;4,4
2204808;Ipiranga do Piauí;22;PI;;2,0;8,0;1,0;5;6,0;;11;11;;11;;11;;11;;11;;;11,0;11,0;;;11;11;;3068;134;12,0;19;;;;;;;;;12;8;14;13;13,0;53;52;44;46;27,0;28,0;25,0;;;;;;;;;;;;;;;;;8,0;10,0;14,0;;;;4,2
2205565;Lagoa do Barro do Piauí;22;PI;;1,0;10,0;;8;3,0;;11;11;;11;;11;;10;1,0;8;3,0;11,0;;3,0;8,0;;11;11;;1804;54;3,0;5;;;;;;;;;7;9;12;14;8,0;15;16;13;15;12,0;13,0;10,0;;;;;;;;;;;;;;;;;;3,0;10,0;;;;4,4
2703759;Jequiá da Praia;27;AL;;;11,0;;3;8,0;;11;11;;11;;11;;11;;6;5,0;;11,0;11,0;;;11;11;;3251;135;18,0;23;;;;;;;;;13;15;16;14;16,0;24;31;23;23;;;;;;;;;;;;;;;;;;;;7,0;29,0;;;;;
2403301;Encanto;24;RN;;1,0;10,0;;7;4,0;;11;11;;11;;11;;11;;11;;5,0;6,0;11,0;;;11;11;;1330;69;8,0;8;;;;;;;;;3;2;6;7;6,0;17;17;16;16;11,0;11,0;11,0;;;;;;;;;;;;;;;;;1,0;9,0;;;;;3,5
2510006;Nazarezinho;25;PB;;2,0;9,0;;10;1,0;;11;11;;11;;11;;11;;10;1,0;6,0;5,0;11,0;;;11;11;;1603;67;3,0;6;;;;;;;;;3;4;4;3;5,0;20;15;22;20;15,0;13,0;11,0;;;;;;;;;;;;;;;;;1,0;;;;;;4,1
2933109;Várzea do Poço;29;BA;;1,0;9,0;1,0;5;6,0;;11;11;;11;;11;;8;3,0;11;;;11,0;11,0;;;11;11;;2016;110;11,0;7;;;;;;;;;6;5;6;6;8,0;34;37;35;31;13,0;13,0;12,0;;;;;;;;;;;;;;;;;4,0;5,0;9,0;;;;3,8
2300150;Acarape;23;CE;;1,0;10,0;;4;7,0;;11;11;;11;;10;1,0;11;;8;3,0;1,0;10,0;10,0;1,0;;11;11;;3545;175;22,0;29;;;;;;;;;21;18;19;19;20,0;41;45;41;41;16,0;14,0;13,0;;;;;;;;;;;;;;;;;7,0;12,0;;;;;4,6
2933406;Wagner;29;BA;;1,0;9,0;1,0;9;2,0;;11;11;;11;;11;;11;;10;1,0;2,0;9,0;11,0;;;11;11;;2386;129;7,0;15;;;;;;;;;12;11;9;16;15,0;32;36;34;30;15,0;16,0;10,0;;;19,0;15,0;10,0;6,0;;;;;;;9,0;;;;1,0;9,0;7,0;;;;4,5
2922805;Nova Itarana;29;BA;;1,0;10,0;;6;5,0;;11;11;;11;;11;;11;;10;1,0;3,0;8,0;11,0;;;11;11;;2867;139;12,0;14;;;;;;;;;6;5;8;8;7,0;40;35;32;28;11,0;9,0;8,0;;;;;;;;;;;;;;;;;10,0;12,0;8,0;;;;3,6
2912004;Ibiassucê;29;BA;;1,0;10,0;;11;;;11;11;;11;;11;;10;1,0;11;;;11,0;11,0;;;11;11;;1968;106;;16;;;;;;;;;5;4;7;8;8,0;20;27;22;21;17,0;16,0;16,0;;;;;;;;;;;;;;;;;3,0;8,0;9,0;;;;4,4
2303303;Cariús;23;CE;;1,0;9,0;1,0;5;6,0;1,0;10;11;;11;;11;;11;;7;4,0;;11,0;11,0;;;11;11;;3852;162;12,0;23;;;;;;;;;15;12;14;16;10,0;44;54;46;42;19,0;18,0;14,0;;;;;;;;;;;;;;;;;;5,0;4,0;;;;4,5
2412807;São Rafael;24;RN;;1,0;8,0;2,0;7;4,0;;11;11;;11;;10;1,0;11;;11;;5,0;6,0;10,0;1,0;;11;11;;1707;90;7,0;11;;;;;;;;;7;8;8;8;7,0;32;33;31;29;18,0;14,0;16,0;;;;;;;;;;;;;;;;;3,0;14,0;;;;;4,0
2209401;Santo Antônio de Lisboa;22;PI;;2,0;7,0;2,0;10;1,0;;11;11;;11;;11;;11;;11;;;11,0;11,0;;;11;11;;1889;123;8,0;15;;;;;;;;;29;32;43;44;43,0;32;32;30;23;17,0;17,0;14,0;;;;;;;;;;;;;;;;;21,0;8,0;10,0;;;;4,2
2105658;Junco do Maranhão;21;MA;;1,0;10,0;;5;6,0;;11;11;;11;;9;2,0;10;1,0;10;1,0;9,0;2,0;11,0;;;11;11;;2562;160;17,0;15;;;;;;;;;5;7;9;11;12,0;34;36;38;33;15,0;18,0;17,0;;;;;;;;;;;;;;;;;2,0;6,0;9,0;;;;4,1
2700102;Água Branca;27;AL;;2,0;9,0;;10;1,0;;11;11;;11;;11;;9;2,0;10;1,0;;11,0;11,0;;;11;11;;6113;258;7,0;17;;;;;;;;;4;5;11;7;16,0;48;54;55;52;41,0;42,0;45,0;;;;;;;;;;;;;;;;;31,0;39,0;12,0;;;;3,6000000000000005
2912806;Ibirapuã;29;BA;;1,0;10,0;;9;2,0;;11;11;;11;;11;;10;1,0;9;2,0;2,0;9,0;11,0;;;11;11;;2391;98;1,0;13;;;;;;;;;7;8;6;13;13,0;26;27;27;25;12,0;12,0;9,0;;;;;;;;;;;;;;;;;3,0;6,0;7,0;;;;
