produto;classificao_produto;id_produto;uf;regiao;ano;mes;dsc_nivel_comercializacao;valor_produto_kg
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;RR        ;NORTE          ;2023;7;VAREJO                                                      ;8,08
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;RS        ;SUL            ;2023;7;ATACADO                                                     ;45,05
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;RS        ;SUL            ;2023;7;ATACADO                                                     ;4,71
LEITE DE VACA            ;IN NATURA           ;6542;RS        ;SUL            ;2023;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,41
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;RS        ;SUL            ;2023;7;VAREJO                                                      ;4,76
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;SC        ;SUL            ;2023;7;ATACADO                                                     ;38,15
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;SC        ;SUL            ;2023;7;VAREJO                                                      ;4,65
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;SC        ;SUL            ;2023;7;VAREJO                                                      ;42,0
LEITE DE VACA            ;IN NATURA           ;6542;SC        ;SUL            ;2023;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,47
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;SC        ;SUL            ;2023;7;ATACADO                                                     ;4,32
LEITE DE VACA            ;UHT INTEGRAL        ;5000;SE        ;NORDESTE       ;2023;7;ATACADO                                                     ;5,32
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;SE        ;NORDESTE       ;2023;7;VAREJO                                                      ;5,41
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;SE        ;NORDESTE       ;2023;7;ATACADO                                                     ;34,58
LEITE DE VACA            ;IN NATURA           ;6542;SE        ;NORDESTE       ;2023;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,93
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;SE        ;NORDESTE       ;2023;7;VAREJO                                                      ;40,25
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;SP        ;SUDESTE        ;2023;7;VAREJO                                                      ;42,63
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;SP        ;SUDESTE        ;2023;7;ATACADO                                                     ;37,65
LEITE DE VACA            ;IN NATURA           ;6542;SP        ;SUDESTE        ;2023;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,75
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;SP        ;SUDESTE        ;2023;7;ATACADO                                                     ;4,91
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;SP        ;SUDESTE        ;2023;7;VAREJO                                                      ;5,41
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;TO        ;NORTE          ;2023;7;ATACADO                                                     ;39,85
LEITE DE VACA            ;IN NATURA           ;6542;TO        ;NORTE          ;2023;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,97
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;TO        ;NORTE          ;2023;7;VAREJO                                                      ;41,13
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;TO        ;NORTE          ;2023;7;VAREJO                                                      ;6,08
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;TO        ;NORTE          ;2023;7;ATACADO                                                     ;5,77
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;AC        ;NORTE          ;2023;8;ATACADO                                                     ;37,5
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;AC        ;NORTE          ;2023;8;VAREJO                                                      ;38,75
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;AC        ;NORTE          ;2023;8;VAREJO                                                      ;7,0
LEITE DE VACA            ;IN NATURA           ;6542;AC        ;NORTE          ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,71
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;AC        ;NORTE          ;2023;8;ATACADO                                                     ;5,42
LEITE DE VACA            ;IN NATURA           ;6542;AL        ;NORDESTE       ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,08
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;AL        ;NORDESTE       ;2023;8;ATACADO                                                     ;30,92
LEITE DE VACA            ;UHT INTEGRAL        ;5000;AL        ;NORDESTE       ;2023;8;VAREJO                                                      ;6,56
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;AL        ;NORDESTE       ;2023;8;VAREJO                                                      ;40,0
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;AM        ;NORTE          ;2023;8;VAREJO                                                      ;6,75
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;AM        ;NORTE          ;2023;8;ATACADO                                                     ;6,65
LEITE DE VACA            ;IN NATURA           ;6542;AM        ;NORTE          ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,67
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;AM        ;NORTE          ;2023;8;VAREJO                                                      ;40,68
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;AM        ;NORTE          ;2023;8;ATACADO                                                     ;15,04
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;AP        ;NORTE          ;2023;8;ATACADO                                                     ;6,63
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;AP        ;NORTE          ;2023;8;ATACADO                                                     ;30,77
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;AP        ;NORTE          ;2023;8;VAREJO                                                      ;7,78
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;AP        ;NORTE          ;2023;8;VAREJO                                                      ;35,53
LEITE DE VACA            ;IN NATURA           ;6542;AP        ;NORTE          ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,05
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;BA        ;NORDESTE       ;2023;8;ATACADO                                                     ;30,83
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;BA        ;NORDESTE       ;2023;8;VAREJO                                                      ;4,65
LEITE DE VACA            ;IN NATURA           ;6542;BA        ;NORDESTE       ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,14
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;CE        ;NORDESTE       ;2023;8;ATACADO                                                     ;15,53
LEITE DE VACA            ;IN NATURA           ;6542;CE        ;NORDESTE       ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,02
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;CE        ;NORDESTE       ;2023;8;VAREJO                                                      ;51,7
LEITE DE VACA            ;TIPO C              ;4989;CE        ;NORDESTE       ;2023;8;VAREJO                                                      ;4,59
LEITE DE VACA            ;IN NATURA           ;6542;DF        ;CENTRO-OESTE   ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,31
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;DF        ;CENTRO-OESTE   ;2023;8;VAREJO                                                      ;4,22
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;DF        ;CENTRO-OESTE   ;2023;8;ATACADO                                                     ;49,55
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;DF        ;CENTRO-OESTE   ;2023;8;ATACADO                                                     ;4,19
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;DF        ;CENTRO-OESTE   ;2023;8;VAREJO                                                      ;50,53
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;ES        ;SUDESTE        ;2023;8;VAREJO                                                      ;4,91
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;ES        ;SUDESTE        ;2023;8;ATACADO                                                     ;39,73
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;ES        ;SUDESTE        ;2023;8;ATACADO                                                     ;4,2
LEITE DE VACA            ;IN NATURA           ;6542;ES        ;SUDESTE        ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,33
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;GO        ;CENTRO-OESTE   ;2023;8;VAREJO                                                      ;5,59
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;GO        ;CENTRO-OESTE   ;2023;8;VAREJO                                                      ;46,28
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;GO        ;CENTRO-OESTE   ;2023;8;ATACADO                                                     ;5,18
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;GO        ;CENTRO-OESTE   ;2023;8;ATACADO                                                     ;38,8
LEITE DE VACA            ;IN NATURA           ;6542;GO        ;CENTRO-OESTE   ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,43
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;MA        ;NORDESTE       ;2023;8;VAREJO                                                      ;37,9
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;MA        ;NORDESTE       ;2023;8;ATACADO                                                     ;5,54
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;MA        ;NORDESTE       ;2023;8;ATACADO                                                     ;33,81
LEITE DE VACA            ;IN NATURA           ;6542;MA        ;NORDESTE       ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,48
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;MA        ;NORDESTE       ;2023;8;VAREJO                                                      ;5,68
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;MG        ;SUDESTE        ;2023;8;VAREJO                                                      ;42,23
LEITE DE VACA            ;IN NATURA           ;6542;MG        ;SUDESTE        ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,83
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;MG        ;SUDESTE        ;2023;8;VAREJO                                                      ;4,68
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;MG        ;SUDESTE        ;2023;8;ATACADO                                                     ;37,48
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;MG        ;SUDESTE        ;2023;8;ATACADO                                                     ;4,47
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;MS        ;CENTRO-OESTE   ;2023;8;ATACADO                                                     ;5,43
LEITE DE VACA            ;IN NATURA           ;6542;MS        ;CENTRO-OESTE   ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,2
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;MS        ;CENTRO-OESTE   ;2023;8;VAREJO                                                      ;38,75
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;MS        ;CENTRO-OESTE   ;2023;8;ATACADO                                                     ;39,65
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;MS        ;CENTRO-OESTE   ;2023;8;VAREJO                                                      ;5,2
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;MT        ;CENTRO-OESTE   ;2023;8;VAREJO                                                      ;5,78
LEITE DE VACA            ;IN NATURA           ;6542;MT        ;CENTRO-OESTE   ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,28
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;MT        ;CENTRO-OESTE   ;2023;8;ATACADO                                                     ;35,18
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;MT        ;CENTRO-OESTE   ;2023;8;ATACADO                                                     ;5,67
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;MT        ;CENTRO-OESTE   ;2023;8;VAREJO                                                      ;38,85
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;PA        ;NORTE          ;2023;8;VAREJO                                                      ;6,2
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;PA        ;NORTE          ;2023;8;ATACADO                                                     ;33,64
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;PA        ;NORTE          ;2023;8;VAREJO                                                      ;35,15
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;PA        ;NORTE          ;2023;8;ATACADO                                                     ;6,23
LEITE DE VACA            ;IN NATURA           ;6542;PA        ;NORTE          ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,0
LEITE DE VACA            ;IN NATURA           ;6542;PB        ;NORDESTE       ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,46
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;PB        ;NORDESTE       ;2023;8;VAREJO                                                      ;38,45
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;PB        ;NORDESTE       ;2023;8;VAREJO                                                      ;5,71
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;PB        ;NORDESTE       ;2023;8;ATACADO                                                     ;33,44
LEITE DE VACA            ;PASTEURIZADO TIPO C ;6548;PB        ;NORDESTE       ;2023;8;ATACADO                                                     ;4,3
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;PB        ;NORDESTE       ;2023;8;ATACADO                                                     ;5,47
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;PE        ;NORDESTE       ;2023;8;VAREJO                                                      ;5,8
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;PE        ;NORDESTE       ;2023;8;ATACADO                                                     ;4,98
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;PE        ;NORDESTE       ;2023;8;ATACADO                                                     ;30,15
LEITE DE VACA            ;IN NATURA           ;6542;PE        ;NORDESTE       ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,04
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;PE        ;NORDESTE       ;2023;8;VAREJO                                                      ;32,5
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;PI        ;NORDESTE       ;2023;8;ATACADO                                                     ;32,16
LEITE DE VACA            ;IN NATURA           ;6542;PI        ;NORDESTE       ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,21
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;PI        ;NORDESTE       ;2023;8;VAREJO                                                      ;6,04
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;PI        ;NORDESTE       ;2023;8;VAREJO                                                      ;33,95
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;PR        ;SUL            ;2023;8;ATACADO                                                     ;4,08
LEITE DE VACA            ;IN NATURA           ;6542;PR        ;SUL            ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,45
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;PR        ;SUL            ;2023;8;ATACADO                                                     ;32,56
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;PR        ;SUL            ;2023;8;VAREJO                                                      ;32,3
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;PR        ;SUL            ;2023;8;VAREJO                                                      ;4,42
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;RJ        ;SUDESTE        ;2023;8;VAREJO                                                      ;37,85
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;RJ        ;SUDESTE        ;2023;8;VAREJO                                                      ;5,07
LEITE DE VACA            ;IN NATURA           ;6542;RJ        ;SUDESTE        ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,33
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;RJ        ;SUDESTE        ;2023;8;ATACADO                                                     ;33,1
LEITE DE VACA            ;TIPO C              ;4989;RN        ;NORDESTE       ;2023;8;ATACADO                                                     ;4,74
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;RN        ;NORDESTE       ;2023;8;VAREJO                                                      ;40,18
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;RN        ;NORDESTE       ;2023;8;VAREJO                                                      ;6,98
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;RN        ;NORDESTE       ;2023;8;ATACADO                                                     ;32,15
LEITE DE VACA            ;IN NATURA           ;6542;RN        ;NORDESTE       ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,32
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;RO        ;NORTE          ;2023;8;VAREJO                                                      ;5,33
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;RO        ;NORTE          ;2023;8;VAREJO                                                      ;32,43
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;RO        ;NORTE          ;2023;8;ATACADO                                                     ;31,73
LEITE DE VACA            ;IN NATURA           ;6542;RO        ;NORTE          ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,17
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;RR        ;NORTE          ;2023;8;VAREJO                                                      ;41,35
LEITE DE VACA            ;IN NATURA           ;6542;RR        ;NORTE          ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,85
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;RR        ;NORTE          ;2023;8;ATACADO                                                     ;32,53
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;RR        ;NORTE          ;2023;8;VAREJO                                                      ;8,71
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;RS        ;SUL            ;2023;8;ATACADO                                                     ;4,31
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;RS        ;SUL            ;2023;8;VAREJO                                                      ;4,24
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;RS        ;SUL            ;2023;8;ATACADO                                                     ;42,53
LEITE DE VACA            ;IN NATURA           ;6542;RS        ;SUL            ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,23
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;SC        ;SUL            ;2023;8;VAREJO                                                      ;4,45
LEITE DE VACA            ;IN NATURA           ;6542;SC        ;SUL            ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,24
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;SC        ;SUL            ;2023;8;ATACADO                                                     ;36,55
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;SC        ;SUL            ;2023;8;VAREJO                                                      ;39,68
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;SC        ;SUL            ;2023;8;ATACADO                                                     ;4,24
LEITE DE VACA            ;IN NATURA           ;6542;SE        ;NORDESTE       ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,97
LEITE DE VACA            ;UHT INTEGRAL        ;5000;SE        ;NORDESTE       ;2023;8;ATACADO                                                     ;5,32
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;SE        ;NORDESTE       ;2023;8;VAREJO                                                      ;5,42
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;SE        ;NORDESTE       ;2023;8;VAREJO                                                      ;38,0
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;SE        ;NORDESTE       ;2023;8;ATACADO                                                     ;32,83
LEITE DE VACA            ;IN NATURA           ;6542;SP        ;SUDESTE        ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,75
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;SP        ;SUDESTE        ;2023;8;ATACADO                                                     ;37,24
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;SP        ;SUDESTE        ;2023;8;ATACADO                                                     ;5,07
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;SP        ;SUDESTE        ;2023;8;VAREJO                                                      ;40,7
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;SP        ;SUDESTE        ;2023;8;VAREJO                                                      ;5,16
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;TO        ;NORTE          ;2023;8;VAREJO                                                      ;39,35
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;TO        ;NORTE          ;2023;8;VAREJO                                                      ;5,88
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;TO        ;NORTE          ;2023;8;ATACADO                                                     ;38,9
LEITE DE VACA            ;IN NATURA           ;6542;TO        ;NORTE          ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,68
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;TO        ;NORTE          ;2023;8;ATACADO                                                     ;5,49
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;AC        ;NORTE          ;2023;9;ATACADO                                                     ;37,5
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;AC        ;NORTE          ;2023;9;ATACADO                                                     ;5,48
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;AC        ;NORTE          ;2023;9;VAREJO                                                      ;38,75
LEITE DE VACA            ;IN NATURA           ;6542;AC        ;NORTE          ;2023;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,71
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;AC        ;NORTE          ;2023;9;VAREJO                                                      ;7,0
LEITE DE VACA            ;UHT INTEGRAL        ;5000;AL        ;NORDESTE       ;2023;9;VAREJO                                                      ;6,77
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;AL        ;NORDESTE       ;2023;9;ATACADO                                                     ;28,75
LEITE DE VACA            ;IN NATURA           ;6542;AL        ;NORDESTE       ;2023;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,08
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;AL        ;NORDESTE       ;2023;9;VAREJO                                                      ;39,03
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;AM        ;NORTE          ;2023;9;VAREJO                                                      ;6,75
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;AM        ;NORTE          ;2023;9;VAREJO                                                      ;39,18
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;AM        ;NORTE          ;2023;9;ATACADO                                                     ;15,43
LEITE DE VACA            ;IN NATURA           ;6542;AM        ;NORTE          ;2023;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,66
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;AM        ;NORTE          ;2023;9;ATACADO                                                     ;6,59
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;AP        ;NORTE          ;2023;9;VAREJO                                                      ;37,48
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;AP        ;NORTE          ;2023;9;ATACADO                                                     ;5,68
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;AP        ;NORTE          ;2023;9;VAREJO                                                      ;7,64
LEITE DE VACA            ;IN NATURA           ;6542;AP        ;NORTE          ;2023;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,85
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;AP        ;NORTE          ;2023;9;ATACADO                                                     ;29,76
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;BA        ;NORDESTE       ;2023;9;VAREJO                                                      ;4,57
LEITE DE VACA            ;IN NATURA           ;6542;BA        ;NORDESTE       ;2023;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,09
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;BA        ;NORDESTE       ;2023;9;ATACADO                                                     ;29,31
LEITE DE VACA            ;IN NATURA           ;6542;CE        ;NORDESTE       ;2023;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,98
LEITE DE VACA            ;TIPO C              ;4989;CE        ;NORDESTE       ;2023;9;VAREJO                                                      ;4,64
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;CE        ;NORDESTE       ;2023;9;VAREJO                                                      ;46,08
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;CE        ;NORDESTE       ;2023;9;ATACADO                                                     ;15,3
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;DF        ;CENTRO-OESTE   ;2023;9;ATACADO                                                     ;3,98
LEITE DE VACA            ;IN NATURA           ;6542;DF        ;CENTRO-OESTE   ;2023;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,26
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;DF        ;CENTRO-OESTE   ;2023;9;ATACADO                                                     ;39,05
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;DF        ;CENTRO-OESTE   ;2023;9;VAREJO                                                      ;4,06
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;DF        ;CENTRO-OESTE   ;2023;9;VAREJO                                                      ;45,88
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;ES        ;SUDESTE        ;2023;9;ATACADO                                                     ;39,58
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;ES        ;SUDESTE        ;2023;9;ATACADO                                                     ;4,14
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;ES        ;SUDESTE        ;2023;9;VAREJO                                                      ;4,84
LEITE DE VACA            ;IN NATURA           ;6542;ES        ;SUDESTE        ;2023;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,27
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;GO        ;CENTRO-OESTE   ;2023;9;ATACADO                                                     ;37,82
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;GO        ;CENTRO-OESTE   ;2023;9;VAREJO                                                      ;45,15
LEITE DE VACA            ;IN NATURA           ;6542;GO        ;CENTRO-OESTE   ;2023;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,22
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;GO        ;CENTRO-OESTE   ;2023;9;ATACADO                                                     ;5,03
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;GO        ;CENTRO-OESTE   ;2023;9;VAREJO                                                      ;5,4
LEITE DE VACA            ;IN NATURA           ;6542;MA        ;NORDESTE       ;2023;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,83
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;MA        ;NORDESTE       ;2023;9;VAREJO                                                      ;5,68
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;MA        ;NORDESTE       ;2023;9;ATACADO                                                     ;5,56
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;MA        ;NORDESTE       ;2023;9;ATACADO                                                     ;33,95
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;MA        ;NORDESTE       ;2023;9;VAREJO                                                      ;35,65
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;MG        ;SUDESTE        ;2023;9;VAREJO                                                      ;4,66
LEITE DE VACA            ;IN NATURA           ;6542;MG        ;SUDESTE        ;2023;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,39
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;MG        ;SUDESTE        ;2023;9;VAREJO                                                      ;39,68
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;MG        ;SUDESTE        ;2023;9;ATACADO                                                     ;4,09
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;MG        ;SUDESTE        ;2023;9;ATACADO                                                     ;35,29
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;MS        ;CENTRO-OESTE   ;2023;9;ATACADO                                                     ;4,84
LEITE DE VACA            ;IN NATURA           ;6542;MS        ;CENTRO-OESTE   ;2023;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,33
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;MS        ;CENTRO-OESTE   ;2023;9;ATACADO                                                     ;37,7
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;MS        ;CENTRO-OESTE   ;2023;9;VAREJO                                                      ;5,37
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;MS        ;CENTRO-OESTE   ;2023;9;VAREJO                                                      ;39,6
LEITE DE VACA            ;EM PÓ INTEGRAL      ;4990;MT        ;CENTRO-OESTE   ;2023;9;ATACADO                                                     ;35,18
LEITE DE VACA            ;LONGA VIDA INTEGRAL ;4998;MT        ;CENTRO-OESTE   ;2023;9;ATACADO                                                     ;5,67
