"Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes"
"Variável - Valor da produção (Mil Reais)"
"Brasil e Município";"Ano x Produto das lavouras temporárias e permanentes"
"Brasil e Município";"2020";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2021";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2022"
"Brasil e Município";"Alfafa fenada";"Algodão arbóreo (em caroço)";"Algodão herbáceo (em caroço)";"Amendoim (em casca)";"Banana (cacho)";"Batata-doce";"Batata-inglesa";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Castanha de caju";"Erva-mate (folha verde)";"Fava (em grão)";"Feijão (em grão)";"Girassol (em grão)";"Guaraná (semente)";"Juta (fibra)";"Malva (fibra)";"Mamona (baga)";"Mandioca";"Manga";"Melancia";"Melão";"Milho (em grão)";"Noz (fruto seco)";"Pimenta-do-reino";"Soja (em grão)";"Sorgo (em grão)";"Tomate";"Trigo (em grão)";"Triticale (em grão)";"Tungue (fruto seco)";"Urucum (semente)";"Uva";"Alfafa fenada";"Algodão arbóreo (em caroço)";"Algodão herbáceo (em caroço)";"Amendoim (em casca)";"Banana (cacho)";"Batata-doce";"Batata-inglesa";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Castanha de caju";"Erva-mate (folha verde)";"Fava (em grão)";"Feijão (em grão)";"Girassol (em grão)";"Guaraná (semente)";"Juta (fibra)";"Malva (fibra)";"Mamona (baga)";"Mandioca";"Manga";"Melancia";"Melão";"Milho (em grão)";"Noz (fruto seco)";"Pimenta-do-reino";"Soja (em grão)";"Sorgo (em grão)";"Tomate";"Trigo (em grão)";"Triticale (em grão)";"Tungue (fruto seco)";"Urucum (semente)";"Uva";"Alfafa fenada";"Algodão arbóreo (em caroço)";"Algodão herbáceo (em caroço)";"Amendoim (em casca)";"Banana (cacho)";"Batata-doce";"Batata-inglesa";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Castanha de caju";"Erva-mate (folha verde)";"Fava (em grão)";"Feijão (em grão)";"Girassol (em grão)";"Guaraná (semente)";"Juta (fibra)";"Malva (fibra)";"Mamona (baga)";"Mandioca";"Manga";"Melancia";"Melão";"Milho (em grão)";"Noz (fruto seco)";"Pimenta-do-reino";"Soja (em grão)";"Sorgo (em grão)";"Tomate";"Trigo (em grão)";"Triticale (em grão)";"Tungue (fruto seco)";"Urucum (semente)";"Uva"
"Monteiro (PB)";"...";"-";"5";"-";"140";"35";"-";"-";"-";"-";"-";"...";"3";"-";"11";"1680";"-";"-";"-";"-";"-";"32";"39";"26";"-";"1300";"-";"-";"-";"-";"2100";"-";"-";"-";"-";"-";"...";"-";"3";"-";"91";"53";"-";"-";"-";"-";"-";"...";"3";"-";"12";"210";"-";"-";"-";"-";"-";"34";"43";"28";"-";"300";"-";"-";"-";"-";"2700";"-";"-";"-";"-";"-";"...";"-";"84";"-";"140";"70";"-";"-";"-";"-";"-";"...";"4";"-";"16";"1001";"-";"-";"-";"-";"-";"32";"63";"30";"-";"600";"-";"-";"-";"-";"2415";"-";"-";"-";"-";"-"
"Mulungu (PB)";"...";"-";"-";"-";"53";"154";"-";"-";"-";"-";"-";"...";"6";"-";"200";"1090";"-";"-";"-";"-";"-";"624";"72";"-";"-";"360";"-";"-";"-";"-";"-";"-";"-";"-";"15";"-";"...";"-";"-";"-";"72";"182";"-";"-";"-";"-";"-";"...";"6";"-";"182";"1800";"-";"-";"-";"-";"-";"624";"80";"-";"-";"864";"-";"-";"-";"-";"-";"-";"-";"-";"18";"-";"...";"-";"-";"-";"96";"576";"-";"-";"-";"-";"-";"...";"11";"-";"184";"991";"-";"-";"-";"-";"-";"728";"80";"-";"-";"1155";"-";"-";"-";"-";"-";"-";"-";"-";"24";"-"
"Natuba (PB)";"...";"-";"-";"-";"5525";"86";"-";"-";"-";"-";"-";"...";"3";"-";"330";"305";"-";"-";"-";"-";"-";"320";"23";"-";"-";"279";"-";"-";"-";"-";"165";"-";"-";"-";"-";"7280";"...";"-";"-";"-";"6732";"150";"-";"-";"-";"-";"-";"...";"3";"-";"49";"43";"-";"-";"-";"-";"-";"196";"11";"-";"-";"23";"-";"-";"-";"-";"135";"-";"-";"-";"-";"8320";"...";"-";"-";"-";"16200";"101";"-";"-";"-";"-";"-";"...";"4";"-";"128";"464";"-";"-";"-";"-";"-";"144";"52";"-";"-";"255";"-";"-";"-";"-";"450";"-";"-";"-";"-";"9460"
"Nazarezinho (PB)";"...";"-";"5";"-";"324";"660";"-";"-";"-";"-";"-";"...";"-";"-";"-";"350";"-";"-";"-";"-";"-";"34";"-";"-";"-";"330";"-";"-";"-";"-";"72";"-";"-";"-";"-";"-";"...";"-";"-";"-";"650";"1092";"-";"-";"-";"-";"-";"...";"-";"-";"-";"320";"-";"-";"-";"-";"-";"-";"-";"-";"-";"240";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"583";"768";"-";"-";"-";"-";"-";"...";"-";"-";"-";"423";"-";"-";"-";"-";"-";"-";"-";"-";"-";"195";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nova Floresta (PB)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"34";"-";"127";"362";"-";"-";"-";"-";"-";"210";"-";"-";"-";"160";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"6";"-";"7";"18";"-";"-";"-";"-";"-";"28";"-";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"22";"-";"175";"286";"-";"-";"-";"-";"-";"162";"-";"-";"-";"180";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nova Olinda (PB)";"...";"-";"-";"-";"23";"50";"-";"-";"-";"-";"-";"...";"-";"-";"-";"192";"-";"-";"-";"-";"-";"-";"28";"-";"-";"225";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"50";"54";"-";"-";"-";"-";"-";"...";"-";"-";"-";"112";"-";"-";"-";"-";"-";"-";"30";"-";"-";"66";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"72";"42";"-";"-";"-";"-";"-";"...";"-";"-";"-";"148";"-";"-";"-";"-";"-";"-";"30";"-";"-";"160";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nova Palmeira (PB)";"...";"-";"-";"-";"-";"29";"-";"-";"-";"-";"-";"...";"-";"-";"-";"360";"-";"-";"-";"-";"-";"-";"24";"-";"-";"320";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"24";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"360";"-";"-";"-";"-";"-";"-";"27";"-";"-";"93";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Olho d'Água (PB)";"...";"-";"31";"-";"84";"53";"-";"-";"-";"-";"-";"...";"-";"-";"-";"351";"-";"-";"-";"-";"-";"-";"13";"63";"-";"389";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"3";"-";"84";"50";"-";"-";"-";"-";"-";"...";"-";"-";"-";"269";"-";"-";"-";"-";"-";"-";"14";"45";"-";"245";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"3";"-";"79";"53";"-";"-";"-";"-";"-";"...";"-";"-";"-";"340";"-";"-";"-";"-";"-";"10";"21";"72";"-";"540";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Olivedos (PB)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"24";"267";"-";"-";"-";"-";"-";"-";"-";"-";"-";"200";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"16";"72";"-";"-";"-";"-";"-";"-";"-";"-";"-";"240";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Ouro Velho (PB)";"...";"-";"-";"-";"-";"35";"-";"-";"-";"-";"-";"...";"-";"-";"11";"233";"-";"-";"-";"-";"-";"8";"12";"-";"-";"302";"-";"-";"-";"-";"180";"-";"-";"-";"-";"-";"...";"-";"5";"-";"-";"36";"-";"-";"-";"-";"-";"...";"-";"-";"7";"49";"-";"-";"-";"-";"-";"11";"18";"-";"-";"20";"-";"-";"-";"-";"120";"-";"-";"-";"-";"-";"...";"-";"8";"-";"-";"42";"-";"-";"-";"-";"-";"...";"-";"-";"16";"20";"-";"-";"-";"-";"-";"13";"22";"-";"-";"50";"-";"-";"-";"-";"276";"-";"-";"-";"-";"-"
"Parari (PB)";"...";"-";"-";"-";"-";"14";"-";"-";"-";"-";"-";"...";"-";"-";"-";"208";"-";"-";"-";"-";"-";"-";"24";"-";"-";"100";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"24";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"95";"-";"-";"-";"-";"-";"-";"38";"-";"-";"126";"-";"-";"-";"-";"432";"-";"-";"-";"-";"-"
"Passagem (PB)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"90";"-";"-";"-";"-";"-";"32";"6";"-";"-";"72";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"144";"-";"-";"-";"-";"-";"34";"4";"21";"-";"80";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"8";"133";"-";"-";"-";"-";"-";"38";"8";"29";"-";"70";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Patos (PB)";"...";"-";"-";"-";"-";"231";"-";"-";"-";"-";"-";"...";"-";"-";"-";"187";"-";"-";"-";"-";"-";"-";"32";"108";"36";"65";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"210";"-";"-";"-";"-";"-";"...";"-";"-";"-";"173";"-";"-";"-";"-";"-";"-";"35";"105";"46";"140";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"420";"-";"-";"-";"-";"-";"...";"-";"-";"-";"518";"-";"-";"-";"-";"-";"29";"63";"153";"48";"312";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Paulista (PB)";"...";"-";"-";"-";"180";"352";"-";"-";"-";"-";"-";"...";"-";"-";"-";"180";"-";"-";"-";"-";"-";"-";"30";"-";"-";"72";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"216";"384";"-";"-";"-";"-";"-";"...";"-";"-";"-";"291";"-";"-";"-";"-";"-";"-";"33";"-";"-";"140";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"270";"480";"-";"-";"-";"-";"-";"...";"-";"-";"-";"163";"-";"-";"-";"-";"-";"-";"45";"-";"-";"86";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pedra Branca (PB)";"...";"-";"2";"-";"-";"50";"-";"-";"-";"-";"-";"...";"-";"-";"-";"210";"-";"-";"-";"-";"-";"-";"14";"-";"-";"180";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"52";"-";"-";"-";"-";"-";"...";"-";"-";"-";"126";"-";"-";"-";"-";"-";"-";"14";"-";"-";"104";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"48";"-";"-";"-";"-";"-";"...";"-";"-";"-";"178";"-";"-";"-";"-";"-";"-";"29";"-";"-";"210";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pedra Lavrada (PB)";"...";"-";"-";"-";"-";"72";"-";"-";"-";"-";"-";"...";"-";"-";"78";"1320";"-";"-";"-";"-";"-";"109";"-";"-";"-";"800";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"59";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"54";"-";"-";"-";"-";"-";"...";"-";"-";"96";"470";"-";"-";"-";"-";"-";"75";"-";"-";"-";"546";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Piancó (PB)";"...";"-";"12";"-";"-";"51";"-";"-";"-";"-";"-";"...";"-";"-";"-";"540";"-";"-";"-";"-";"-";"-";"32";"-";"-";"540";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"3";"-";"-";"52";"-";"-";"-";"-";"-";"...";"-";"-";"-";"258";"-";"-";"-";"-";"-";"-";"40";"-";"-";"442";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"48";"-";"-";"-";"-";"-";"...";"-";"-";"-";"622";"-";"-";"-";"-";"-";"-";"60";"-";"-";"520";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Picuí (PB)";"...";"-";"4";"-";"-";"101";"-";"-";"-";"-";"-";"...";"65";"-";"-";"1110";"-";"-";"-";"-";"-";"82";"14";"-";"-";"1350";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"54";"-";"-";"-";"-";"-";"...";"45";"-";"-";"340";"-";"-";"-";"-";"-";"23";"28";"-";"-";"187";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"14";"-";"-";"140";"-";"-";"-";"-";"-";"...";"93";"-";"-";"2205";"-";"-";"-";"-";"-";"24";"36";"-";"-";"1040";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pilões (PB)";"...";"-";"-";"-";"18000";"-";"-";"-";"-";"-";"-";"...";"52";"-";"160";"652";"-";"-";"-";"-";"-";"464";"240";"-";"-";"144";"-";"-";"-";"-";"-";"-";"-";"-";"110";"-";"...";"-";"-";"-";"24864";"-";"-";"-";"-";"-";"-";"...";"54";"-";"221";"530";"-";"-";"-";"-";"-";"468";"240";"-";"-";"416";"-";"-";"-";"-";"-";"-";"-";"-";"96";"-";"...";"-";"-";"-";"33600";"-";"-";"-";"-";"-";"-";"...";"49";"-";"256";"839";"-";"-";"-";"-";"-";"574";"300";"-";"-";"570";"-";"-";"-";"-";"-";"-";"-";"-";"88";"-"
"Pilõezinhos (PB)";"...";"-";"-";"-";"3542";"176";"-";"-";"-";"-";"-";"...";"76";"-";"80";"232";"-";"-";"-";"-";"-";"864";"210";"-";"-";"86";"-";"20";"-";"-";"-";"-";"-";"-";"360";"-";"...";"-";"-";"-";"4368";"208";"-";"-";"-";"-";"-";"...";"77";"-";"117";"468";"-";"-";"-";"-";"-";"878";"210";"-";"-";"94";"-";"30";"-";"-";"-";"-";"-";"-";"432";"-";"...";"-";"-";"-";"6307";"272";"-";"-";"-";"-";"-";"...";"78";"-";"104";"225";"-";"-";"-";"-";"-";"1123";"175";"-";"-";"153";"-";"28";"-";"-";"-";"-";"-";"-";"576";"-"
"Pirpirituba (PB)";"...";"-";"-";"-";"462";"92";"-";"-";"-";"-";"-";"...";"46";"-";"70";"216";"-";"-";"-";"-";"-";"432";"140";"-";"-";"72";"-";"120";"-";"-";"-";"-";"-";"-";"65";"-";"...";"-";"-";"-";"720";"91";"-";"-";"-";"-";"-";"...";"48";"-";"91";"264";"-";"-";"-";"-";"-";"504";"140";"-";"-";"130";"-";"168";"-";"-";"-";"-";"-";"-";"77";"-";"...";"-";"-";"-";"972";"173";"-";"-";"-";"-";"-";"...";"48";"-";"118";"139";"-";"-";"-";"-";"-";"597";"196";"-";"-";"84";"-";"165";"-";"-";"-";"-";"-";"-";"112";"-"
"Pocinhos (PB)";"...";"-";"-";"-";"-";"198";"-";"-";"-";"-";"-";"...";"6";"-";"24";"214";"-";"-";"-";"-";"-";"52";"-";"-";"-";"73";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"50";"-";"-";"-";"-";"-";"...";"4";"-";"7";"17";"-";"-";"-";"-";"-";"90";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"290";"-";"-";"-";"-";"-";"...";"4";"-";"68";"931";"-";"-";"-";"-";"-";"77";"-";"-";"-";"216";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Poço Dantas (PB)";"...";"-";"-";"-";"112";"-";"-";"-";"-";"-";"-";"...";"6";"-";"12";"115";"-";"-";"-";"-";"-";"47";"-";"-";"-";"64";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"210";"-";"-";"-";"-";"-";"-";"...";"11";"-";"13";"337";"-";"-";"-";"-";"-";"106";"-";"-";"-";"400";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"252";"-";"-";"-";"-";"-";"-";"...";"7";"-";"35";"450";"-";"-";"-";"-";"-";"100";"-";"-";"-";"339";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Poço de José de Moura (PB)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"100";"-";"-";"-";"-";"-";"-";"-";"-";"-";"151";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"112";"-";"-";"-";"-";"-";"-";"-";"-";"-";"739";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"300";"-";"-";"-";"-";"-";"-";"-";"-";"-";"378";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pombal (PB)";"...";"-";"-";"-";"540";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"216";"-";"-";"-";"-";"-";"-";"60";"-";"-";"108";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"20";"-";"648";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"175";"-";"-";"-";"-";"-";"-";"60";"-";"-";"84";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"14";"-";"702";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"210";"-";"-";"-";"-";"-";"-";"60";"-";"-";"64";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Prata (PB)";"...";"-";"5";"-";"72";"105";"-";"-";"-";"-";"-";"...";"-";"-";"-";"473";"-";"-";"-";"-";"-";"56";"21";"-";"-";"270";"-";"-";"-";"-";"765";"-";"-";"-";"-";"-";"...";"-";"62";"-";"90";"147";"-";"-";"-";"-";"-";"...";"-";"-";"-";"28";"-";"-";"-";"-";"-";"30";"34";"-";"-";"16";"-";"-";"-";"-";"544";"-";"-";"-";"-";"-";"...";"-";"-";"-";"144";"140";"-";"-";"-";"-";"-";"...";"-";"-";"-";"298";"-";"-";"-";"-";"-";"18";"34";"-";"-";"35";"-";"-";"-";"-";"540";"-";"-";"-";"-";"-"
"Princesa Isabel (PB)";"...";"-";"2";"-";"75";"45";"-";"-";"-";"-";"-";"...";"-";"-";"138";"1891";"-";"-";"-";"-";"-";"1733";"7";"-";"-";"2475";"-";"-";"-";"-";"113";"-";"-";"-";"-";"-";"...";"-";"2";"-";"88";"46";"-";"-";"-";"-";"-";"...";"-";"-";"143";"1700";"-";"-";"-";"-";"-";"1856";"15";"-";"-";"1908";"-";"-";"-";"-";"188";"-";"-";"-";"-";"-";"...";"-";"2";"-";"102";"53";"-";"-";"-";"-";"-";"...";"-";"-";"105";"1891";"-";"-";"-";"-";"-";"2106";"34";"-";"-";"2100";"-";"-";"-";"-";"192";"-";"-";"-";"-";"-"
"Puxinanã (PB)";"...";"-";"-";"-";"36";"756";"168";"-";"-";"-";"-";"...";"18";"-";"216";"1094";"-";"-";"-";"-";"-";"3900";"14";"-";"-";"176";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"62";"540";"-";"-";"-";"-";"-";"...";"8";"-";"126";"457";"-";"-";"-";"-";"-";"3900";"14";"-";"-";"24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"72";"800";"-";"-";"-";"-";"-";"...";"15";"-";"1920";"1286";"-";"-";"-";"-";"-";"4320";"14";"-";"-";"600";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Queimadas (PB)";"...";"-";"-";"-";"-";"132";"-";"-";"-";"-";"-";"...";"3";"-";"588";"872";"-";"-";"-";"-";"-";"38";"17";"-";"-";"760";"-";"-";"-";"-";"986";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"45";"-";"-";"-";"-";"-";"...";"3";"-";"241";"200";"-";"-";"-";"-";"-";"13";"18";"-";"-";"97";"-";"-";"-";"-";"1080";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"180";"-";"-";"-";"-";"-";"...";"4";"-";"1710";"671";"-";"-";"-";"-";"-";"35";"36";"-";"-";"1800";"-";"-";"-";"-";"1320";"-";"-";"-";"-";"-"
"Quixaba (PB)";"...";"-";"-";"-";"-";"54";"-";"-";"-";"-";"-";"...";"-";"-";"-";"94";"-";"-";"-";"-";"-";"-";"-";"65";"-";"64";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"17";"64";"-";"-";"-";"-";"-";"...";"3";"-";"-";"140";"-";"-";"-";"-";"-";"5";"6";"32";"-";"95";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"17";"98";"-";"-";"-";"-";"-";"...";"3";"-";"-";"180";"-";"-";"-";"-";"-";"5";"11";"64";"-";"90";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Remígio (PB)";"...";"-";"90";"32";"720";"294";"-";"-";"-";"-";"-";"...";"-";"-";"66";"1710";"-";"-";"-";"-";"-";"102";"65";"-";"-";"320";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"72";"8";"480";"168";"-";"-";"-";"-";"-";"...";"-";"-";"7";"38";"-";"-";"-";"-";"-";"65";"60";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"202";"36";"1632";"418";"-";"-";"-";"-";"-";"...";"-";"-";"170";"666";"-";"-";"-";"-";"-";"150";"93";"-";"-";"247";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Riachão (PB)";"...";"-";"-";"-";"-";"77";"-";"-";"-";"-";"-";"...";"-";"-";"20";"502";"-";"-";"-";"-";"-";"48";"-";"-";"-";"108";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"91";"-";"-";"-";"-";"-";"...";"-";"-";"39";"312";"-";"-";"-";"-";"-";"56";"-";"-";"-";"192";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"105";"-";"-";"-";"-";"-";"...";"-";"-";"51";"1199";"-";"-";"-";"-";"-";"90";"-";"-";"-";"504";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Riachão do Bacamarte (PB)";"...";"-";"-";"-";"-";"13";"-";"-";"-";"-";"-";"...";"-";"-";"99";"82";"-";"-";"-";"-";"-";"22";"-";"-";"-";"65";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"11";"-";"-";"-";"-";"-";"...";"-";"-";"48";"89";"-";"-";"-";"-";"-";"37";"-";"-";"-";"26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"4";"-";"-";"48";"-";"-";"-";"-";"-";"...";"-";"-";"128";"130";"-";"-";"-";"-";"-";"39";"-";"-";"-";"168";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Riachão do Poço (PB)";"...";"-";"-";"315";"-";"421";"-";"-";"-";"-";"-";"...";"9";"-";"46";"47";"-";"-";"-";"-";"-";"638";"64";"-";"-";"41";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"66";"-";"240";"-";"-";"-";"-";"-";"...";"11";"-";"7";"15";"-";"-";"-";"-";"-";"675";"42";"-";"-";"36";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"85";"-";"648";"-";"-";"-";"-";"-";"...";"11";"-";"80";"63";"-";"-";"-";"-";"-";"648";"96";"-";"-";"80";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Riacho de Santo Antônio (PB)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"17";"26";"-";"-";"-";"-";"-";"8";"-";"-";"-";"50";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"8";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"105";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Riacho dos Cavalos (PB)";"...";"-";"-";"-";"-";"26";"-";"-";"-";"-";"-";"...";"-";"-";"-";"336";"-";"-";"-";"-";"-";"-";"-";"-";"-";"540";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"29";"-";"-";"-";"-";"-";"...";"-";"-";"-";"476";"-";"-";"-";"-";"-";"-";"-";"-";"-";"432";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"45";"-";"-";"-";"-";"-";"...";"-";"-";"-";"540";"-";"-";"-";"-";"-";"-";"-";"-";"-";"672";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Salgadinho (PB)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"16";"-";"-";"208";"-";"-";"-";"-";"-";"21";"-";"-";"-";"216";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"18";"-";"-";"168";"-";"-";"-";"-";"-";"17";"-";"-";"-";"171";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"22";"-";"-";"374";"-";"-";"-";"-";"-";"-";"-";"-";"-";"279";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
