Munic&iacute;pio [-],C&oacute;digo [-],Gent&iacute;lico [-],Prefeito [2021],&Aacute;rea Territorial - km&sup2; [2022],Popula&ccedil;&atilde;o residente - pessoas [2022],Densidade demogr&aacute;fica - hab/km&sup2; [2022],Escolariza&ccedil;&atilde;o &lt;span&gt;6 a 14 anos&lt;/span&gt; - % [2010],IDHM &lt;span&gt;&Iacute;ndice de desenvolvimento humano municipal&lt;/span&gt; [2010],Mortalidade infantil - &oacute;bitos por mil nascidos vivos [2020],Receitas realizadas - R$ (&times;1000) [2017],Despesas empenhadas - R$ (&times;1000) [2017],PIB per capita - R$ [2020]
3147956,patiense,VALMIR MORAIS DE S&Aacute;,444.196,4837,10.89,96.8,0.614,-,19010.182,15031.57516,8573.13,
3148707,pedra-azulense,MARCIO FERREIRA SOUTO,1594.651,24410,15.31,98.7,0.627,23.03,49191.3098,47456.64546,13264.36,
3149150,pedrense,RODRIGO ALEXANDRE FERNANDES,1525.648,10452,6.85,98.5,0.614,23.26,27236.35271,21717.06807,8060.72,
3151206,piraporense,ALEXANDRO COSTA C&Eacute;SAR,549.514,55606,101.19,98.3,0.731,12.12,173984.42107,156157.03251,40008.12,
3152170,ponto volantense,LEANDRO RAMOS SANTANA,1212.413,10883,8.98,96.0,0.595,7.58,30112.31868,25598.92616,9040.58,
3152204,porteirinhense,JURACI FREIRE MARTINS,1749.683,37438,21.4,98.6,0.651,14.61,66857.731,63704.46892,11647.6,
3154507,riachense,RICARDO DA SILVA PAZ,1315.54,8756,6.66,95.3,0.627,-,25904.09946,24860.13629,47007.83,
3155603,rio-pardense,ASTOR JOS&Eacute; DE S&Aacute;,3117.675,28271,9.07,98.9,0.624,10.15,55111.40347,51187.68572,9192.71,
3156502,rubelitense,OSVAN OTAVIO DAVID MIRANDA,1110.295,5679,5.11,96.7,0.582,54.55,17788.18801,16878.47195,10518.05,
3156601,rubinense,ALENCAR SOUTO DE OLIVEIRA,965.174,10298,10.67,98.3,0.609,-,25197.26622,21276.55217,9918.58,
3157005,salinense,JOAQUIM NERES XAVIER DIAS,1862.117,40178,21.58,97.2,0.679,7.83,78169.89146,69493.41978,14367.05,
3157104,saltense,OXIMANE PEIXOTO BOMFIM,938.008,6110,6.51,97.4,0.608,-,24675.24486,23184.70349,14582.7,
3157377,santacruzense,JOS&Eacute; SARAIVA GOMES,589.607,3910,6.63,99.6,0.577,58.82,15258.40169,14386.51949,10812.57,
3157609,santa-feense,GLEBSON JOS&Eacute; LEITE JUNIOR,2917.448,3522,1.21,97.2,0.615,-,15425.91728,13551.32658,12867.88,
3158102,santa-mariense,MARCOS VINICIUS SOUZA CARVALHO,440.605,4755,10.79,97.7,0.613,-,14328.79296,13794.81302,9002.23,
3160454,retirense,IVO FERNANDES SILVA,796.29,6629,8.32,95.9,0.57,12.5,18555.55152,18300.35494,8463.5,
3161106,s&atilde;o-franciscano,MIGUEL PAULO SOUZA FILHO,3308.1,52762,15.95,97.4,0.638,9.89,107274.06157,91432.05465,10369.52,
3162401,pontense,DANILO WAGNER VELOSO,1851.102,23930,12.93,98.0,0.569,14.65,56946.12445,55698.03662,10177.25,
3162450,missionense,JAIR CAVALCANTE BARBOSA,678.274,13024,19.2,90.8,0.529,10.95,26487.69599,26230.14643,6855.16,
3162708,paraisense,SELMA MARIA MORAIS DOS SANTOS,1925.575,23910,12.42,97.2,0.615,14.93,36929.53184,34198.33972,10651.84,
3164209,s&atilde;o-romano,MARCELO MEIRELES DE MENDON&Ccedil;A,2434.004,10315,4.24,97.4,0.64,19.61,26859.10115,23801.28935,13446.49,
3166956,serranopolitano de minas,MAX VINICIUS AGUIAR MARTINS,551.954,4399,7.97,99.3,0.633,71.43,16000.8826,14360.17456,8381.95,
3168002,taiobeirense,DENERVAL GERMANO DA CRUZ,1220.046,33050,27.09,98.3,0.67,1.98,68330.103,65426.87772,14714.39,
3170651,vargengrandense,GABRIEL ARCANJO BRAZ,491.512,4633,9.43,96.8,0.634,-,15262.83758,14355.38444,11753.64,
3170800,v&aacute;rzea-palmense,EDUARDO MONTEIRO DE ABREU,2220.279,33744,15.2,96.9,0.666,8.89,79284.34292,69635.12749,22457.68,
3170909,varzelandense,VALQU&Iacute;RIA RODRIGUES CARDOSO,814.994,18840,23.12,97.1,0.594,20.33,38483.06353,36737.45237,9037.7,
3171030,verdelandense,JARBAS SOARES ROCHA,1570.582,7672,4.88,95.5,0.584,-,20529.84617,19971.08961,10049.78,
3171600,virgem-lapense,DIOGENES TIMO SILVA,868.914,11804,13.58,92.1,0.61,18.02,28002.84322,26395.12031,9030.64,
2500106,agua branquense,EVERTON FIRMINO BATISTA,241.662,9335,38.63,97.6,0.572,23.26,24636.41005,23228.10166,8388.85,
2500205,aguiarense,MANOEL BATISTA GUEDES FILHO,351.607,5003,14.23,98.9,0.597,-,18851.68017,18417.05179,9905.83,
2500304,alagoa-grandense,ANT&Ocirc;NIO DA SILVA SOBRINHO,322.071,26062,80.92,97.4,0.582,12.2,50172.09386,49154.32307,9884.1,
2500403,alagoa-novense,FRANCINILDO PIMENTEL DA SILVA,128.23,21013,163.87,97.9,0.576,15.02,41347.8365,40184.92284,15849.5,
2500502,alagoinhense,MARIA RODRIGUES DE ALMEIDA FARIAS,111.361,13725,123.25,98.7,0.595,-,36867.87533,32853.50294,8427.57,
2500536,alcantilense,CICERO JOS&Eacute; FERNANDES DO CARMO,309.896,5578,18.0,95.7,0.578,-,16433.77729,15580.97516,8698.72,
2500577,algodoense,HUMBERTO DOS SANTOS,222.74,2953,13.26,98.5,0.548,-,14505.78893,12536.33916,10116.45,
2500700,s&atilde;o-joanense,LUIZ CLAUDINO DE CARVALHO FLOR&Ecirc;NCIO,476.238,17964,37.72,98.7,0.608,11.11,36619.12592,33892.3888,11664.33,
2500734,amparense,INACIO LUIZ NOBREGA DA SILVA,122.094,2234,18.3,98.1,0.606,-,12822.70733,11568.39916,12316.27,
2500775,aparecidense,JO&Atilde;O RABELO DE S&Aacute; NETO,291.478,7960,27.31,96.2,0.578,13.16,18205.01716,16286.96244,10648.22,
2500809,ara&ccedil;agiense,JOSILDA MACENA BENICIO LEITE,232.177,16646,71.7,95.0,0.549,-,32400.05648,31923.96695,10050.25,
2500908,araraense,JOS&Eacute; AILTON PEREIRA DA SILVA,91.306,12212,133.75,97.3,0.548,14.18,26312.69386,23928.00804,7960.65,
2501005,ararunense,VITAL DA COSTA ARAUJO,246.717,17189,69.67,97.5,0.567,28.04,39593.81219,38425.87595,9067.14,
2501104,areiense,SILVIA CESAR FARIAS DA CUNHA LIMA,269.13,22633,84.1,97.5,0.594,6.08,37908.31601,33485.75741,10754.72,
2501153,baraunense,ANT&Ocirc;NIO GER&Ocirc;NIMO DUARTE MACEDO,114.078,2005,17.58,98.8,0.562,43.48,12216.30318,10960.38357,10457.7,
2501203,areialense,ADELSON GON&Ccedil;ALVES BENJAMIN,35.81,7128,199.05,98.1,0.608,-,17636.06159,14716.05065,8602.46,
2501302,aroeirense,DOMINGOS MARQUES BARBOSA FILHO,376.118,18705,49.73,97.9,0.548,11.07,41678.76632,38076.27269,7886.58,
2501351,assun&ccedil;&atilde;oense,LUIZ WALDVOGEL DE OLIVEIRA SANTOS,132.139,4152,31.42,99.0,0.609,57.97,14571.05044,14208.01084,10664.02,
2501500,bananeirense,MATHEUS DE MELO BEZERRA CAVALCANTI,255.641,23134,90.49,94.6,0.568,14.39,47274.32421,50559.91644,11727.56,
2501534,baraunense,MANASSES GOMES DANTAS,50.03,4762,95.18,97.0,0.558,-,15529.72975,13777.46205,9427.79,
2501575,barrasantense,CACILDA FARIAS LOPES DE ANDRADE,375.177,8059,21.48,97.6,0.567,20.41,21042.30837,19316.18356,9713.6,
2501609,santa rosense,JOVINO PEREIRA NEPOMUCENO NETO,781.187,12904,16.52,96.9,0.562,13.33,31669.20336,30115.92353,8924.21,
2501708,barrense,JO&Atilde;O BATISTA TRUTA,609.697,5906,9.69,97.4,0.572,-,15110.43873,16991.18917,11900.22,
2501906,belenense,ALINE BARBOSA DE LIMA,99.609,16401,164.65,94.7,0.592,4.78,30581.50367,29682.43062,11535.07,
2502003,belenense do brejo do cruz,EVANDRO MAIA PIMENTA,601.549,6268,10.42,96.4,0.578,-,24201.67127,24005.35271,9541.69,
2502052,batistense,ANTONIO ALDO ANDRADE DE SOUSA,57.453,3504,60.99,98.7,0.558,-,16353.8948,16251.66122,10617.37,
2502102,boa-venturense,TALITA LOPES DOS SANTOS,168.664,5207,30.87,97.6,0.599,-,14586.38488,14389.10562,8579.33,
2502151,boavistense,ANDRE LUIZ GOMES DE ARAUJO,468.933,6377,13.6,98.4,0.649,-,25068.85377,22455.55345,24278.46,
2502201,bom-jesuense,DENISE BANDEIRA DE MELO BARBOSA PEREIRA,47.367,2286,48.26,99.0,0.597,27.03,18350.7429,15707.12592,11707.3,
2502300,bom-sucessense,PEDRO CAETANO SOBRINHO,186.059,4661,25.05,96.4,0.592,63.83,15529.09074,13436.38466,9647.5,
2502409,bonitense,ANTONIO LUCENA FILHO,226.798,10252,45.2,96.3,0.574,-,25595.50336,28208.93601,7885.68,
2502508,boqueir&atilde;oense,JO&Atilde;O MARCOS DE FREITAS,373.077,17598,47.17,96.0,0.607,13.94,40130.05857,37044.14401,12972.41,
2502607,igaraciense,JOS&Eacute; CARNEIRO ALMEIDA DA SILVA,197.058,5648,28.66,97.9,0.61,27.03,14625.89633,13495.52666,9426.0,
2502706,borboremense,GILENE C&Acirc;NDIDO DA SILVA LEITE CARDOSO,26.107,4214,161.41,98.2,0.558,-,15073.22345,13470.33133,11820.54,
2502805,brejo-cruzense,TALES  TORRICELLI DE SOUSA COSTA E SILVA,401.315,13613,33.92,97.2,0.597,5.46,36758.06524,32946.04618,9395.64,
2502904,brejo-santense,LAURI FERREIRA DA COSTA,93.857,5742,61.18,96.7,0.619,14.49,16518.36822,14914.35394,8906.02,
2503100,cabaceirense,TIAGO MARCONE CASTRO DA ROCHA,469.171,5335,11.37,99.7,0.611,-,17060.10179,14791.49248,12002.56,
2503308,cachoeirense (dos &Iacute;ndios),ALLAN SEIXAS DE SOUSA,193.215,9151,47.36,95.8,0.587,20.41,25473.4028,23441.58065,11082.3,
2503407,cacimbense (de Areia),PAULO ROGERIO DE LIRA CAMPOS,213.018,3291,15.45,93.4,0.596,-,13546.04873,13200.03493,9895.07,
2503506,cacimbense (de Dentro),VALDINELE GOMES COSTA,165.072,16064,97.32,97.2,0.564,12.61,33839.19175,29023.50173,8219.58,
2503555,cacimbense,NILTON DE ALMEIDA,124.068,7223,58.22,96.4,0.523,6.8,16569.11592,13730.49585,8559.68,
2503605,cai&ccedil;arense,TARCISIO ALBERTO LOPES SOARES,123.677,6602,53.38,97.7,0.592,9.26,16542.70415,15763.13753,8871.8,
2503704,cajazeirense,JOS&Eacute; ALDEMIR MEIRELES DE ALMEIDA,562.703,63239,112.38,97.2,0.679,16.48,116751.94321,119997.3811,18213.02,
2503753,cajazeirinhense,FRANCISCO DE ASSIS RODRIGUES DE LIMA,282.693,2740,9.69,96.8,0.55,-,14230.5733,13082.93041,11616.52,
2503803,caldas-brandense,F&Aacute;BIO ROLIM PEIXOTO,55.963,5753,102.8,96.4,0.568,22.22,20513.42965,18220.86962,11434.45,
2503902,camalauense,ALECSANDRO BEZERRA DOS SANTOS,541.841,6085,11.23,96.8,0.567,32.26,17374.55971,15773.26798,10828.55,
2504009,campinense,BRUNO CUNHA LIMA BRANCO,591.658,419379,708.82,97.6,0.72,13.42,888332.36289,892403.17871,24481.81,
2504074,cara&uacute;bense,JOSE SILVANO FERNANDES DA SILVA,486.622,3944,8.1,98.3,0.585,20.83,13857.28185,12534.27694,9650.09,
2504108,carrapateirense,MARINEIDIA DA SILVA PEREIRA,59.07,2312,39.14,98.4,0.603,-,12566.19638,11662.02048,10810.44,
2504157,cassereguense,ANTONIO JUDIVAN DE SOUSA,202.761,6889,33.98,98.2,0.514,13.33,19107.819,17333.46762,8974.37,
2504207,catingueirense,SUELIO FELIX DE ALENCAR,527.424,4491,8.51,97.1,0.574,-,15329.41696,13211.10648,9832.98,
2504306,catoleense,LAURO ADOLFO MAIA SERAFIM,551.765,30661,55.57,98.0,0.64,7.69,52724.23339,49041.30494,14850.45,
2504355,caturiteense,JOS&Eacute; GERVAZIO DA CRUZ,117.823,5254,44.59,99.5,0.623,10.75,16155.89819,15808.36715,11732.69,
2504405,concei&ccedil;&atilde;oense,SAMUEL SOARES LAVOR DE LACERDA,580.65,18260,31.45,95.7,0.592,7.66,39957.94747,38864.04912,10099.85,
2504504,condadense,JORGE HENRIQUE DE ALMEIDA,265.473,6451,24.3,97.1,0.594,28.17,17044.33779,16795.20646,12350.91,
2504702,congoense,ROMUALDO ANTONIO QUIRINO DE SOUSA,324.686,4933,15.19,98.6,0.581,9.8,15489.18536,13912.65375,11402.11,
2504801,coremense,FRANCISCA DAS CHAGAS ANDRADE DE OLIVEIRA,372.012,14683,39.47,94.6,0.592,11.76,30668.96611,28478.78023,12731.03,
2504850,coxixolense,NELSON JOSE NEVES HONORATO,173.942,1824,10.49,98.2,0.641,50,11127.64566,9302.0159,11650.57,
2505006,cubatiense,JOS&Eacute; RIBEIRO DE OLIVEIRA,163.57,7580,46.34,98.3,0.566,9.09,19706.70287,19164.27733,8635.83,
2505105,cuiteense,CHARLES CRISTIANO IN&Aacute;CIO DA SILVA,733.818,19719,26.87,98.3,0.591,16,44324.70324,41114.24782,10590.84,
2505204,cuitegiense,GERALDO ALVES SERAFIM,42.091,6730,159.89,96.5,0.57,27.27,19534.00578,19128.53946,9171.33,
2505303,curral-velhense,T&Aacute;CIO SAMUEL BARBOSA DINIZ,217.624,2292,10.53,99.1,0.606,-,9822.2156,8180.60094,9913.97,
2505352,dami&atilde;oense,SIMONE DE AZEVEDO SANTOS CASADO,186.198,4982,26.76,97.4,0.521,-,17421.64873,16039.55785,8610.92,
2505402,desterrense,VALT&Eacute;CIO DE ALMEIDA JUSTO,182.018,8067,44.32,97.6,0.58,7.94,18092.97649,18173.77486,8094.04,
2505501,vista-serranense,S&Eacute;RGIO GARCIA DA N&Oacute;BREGA,60.39,3641,60.29,92.9,0.566,-,12611.68834,12697.28995,9606.83,
2505600,diamantense,HERMES MANGUEIRA DINIZ FILHO,271.791,6299,23.18,95.4,0.593,22.47,17810.73313,19812.80178,8464.71,
2505709,inesense,ANTONIO JUSTINO DE ARAUJO NETO,173.648,10380,59.78,98.1,0.545,21.74,27929.95424,25402.76425,8151.21,
2505808,duas-estradense,JOYCE RENALLY FELIX NUNES,27.012,3327,123.17,97.1,0.603,-,15177.72947,12932.12125,11731.9,
2505907,emense,ANA ALVES DE ARAUJO LOUREIRO,248.226,3011,12.13,99.5,0.595,-,16491.5723,12372.20856,10581.34,
2506004,esperancense,NOBSON PEDRO DE ALMEIDA,157.851,31231,197.85,97.3,0.623,16.56,72685.99291,68791.87483,14065.37,
2506103,fagundense,MAGNA MADALENA BRASIL RISUCCI,185.061,11049,59.7,97.6,0.56,17.34,23888.61428,22751.54991,9077.32,
2506202,frei-martinhense,SEBASTI&Atilde;O PINTO DANTAS,238.658,2846,11.93,100.0,0.641,-,14942.52264,13346.82277,9649.8,
2506251,gadobravense,MARCELO PAULINO DA SILVA,192.42,8179,42.51,96.8,0.513,7.41,20167.73151,18528.23729,8363.88,
2506301,guarabirense,MARCUS DIOGO DE LIMA,162.387,57484,353.99,95.7,0.673,8.54,118228.05402,103331.72644,17860.46,
2506400,gurinheense,TARCISIO SAULO DE PAIVA,340.408,13766,40.44,97.2,0.556,15.38,31344.09557,29584.6477,9778.81,
2506509,gurjaense,JOS&Eacute; ELIAS BORGES BATISTA,344.502,3242,9.41,98.3,0.625,25,15219.57605,13642.63941,10173.51,
2506608,ibiarense,FRANCISCO NENIVALDO DE SOUSA,240.357,5631,23.43,96.1,0.586,-,23785.05369,21862.21162,8874.79,
2506707,imaculadense,JOSE LUCIANO LUSTOSA RAMALHO,317.804,10392,32.7,97.9,0.557,12.9,21376.85488,22339.47853,7662.51,
2506806,ingaense,ROBERIO LOPES BURITY,262.179,17692,67.48,97.7,0.592,4.27,38780.34432,35215.78761,10832.96,
2506905,itabaianense,L&Uacute;CIO FL&Aacute;VIO ARA&Uacute;JO COSTA,210.572,23182,110.09,96.7,0.613,20.62,38041.37824,36199.8721,13002.99,
2507002,itaporanguense,DIVALDO DANTAS,460.21,23940,52.02,97.0,0.615,3.19,48865.38497,45689.81049,12425.4,
2507200,itatubense,JOSMAR LACERDA MARTINS,251.749,10499,41.7,95.6,0.562,6.33,25636.25942,21609.39512,12872.13,
2507408,jericoense,KADSON VALBERTO LOPES MONTEIRO,177.356,7516,42.38,98.1,0.603,10.1,17555.24854,14457.83104,9162.67,
2507606,tavorense,WILSON EVANGELISTA FEITOSA,75.678,7796,103.02,97.8,0.579,8.93,21547.67026,18382.88863,8917.46,
2507705,juazeirinhense,ANNA VIRG&Iacute;NIA DE BRITO MATIAS,474.606,17007,35.83,97.8,0.567,21.43,39901.0061,36885.8555,10370.38,
2507804,juncoense,PAULO NEIDE MELO FRAGOSO,180.425,6793,37.65,96.2,0.617,10.53,16650.03238,15302.70888,11012.8,
2508000,juruense,SOLANGE MARIA F&Eacute;LIX BARBOSA,395.075,9234,23.37,97.2,0.57,23.26,24228.05078,23577.85062,8176.22,
2508109,lagoense,MARIA RODRIGUES LINHARES DE LIMA,176.649,4415,24.99,93.8,0.563,36.36,13371.94066,11402.29731,10199.3,
2508208,lagoa-dentrense,JOSE PEDRO DA SILVA,83.508,7819,93.63,97.6,0.57,8.85,22999.06357,21119.03304,10179.92,
2508307,lagoa-sequense,F&Aacute;BIO RAMALHO DA SILVA,108.219,27730,256.24,97.4,0.627,7.77,58303.46656,56724.29052,10568.54,
2508406,lastrense,ATHAIDE GON&Ccedil;ALVES DINIZ,107.416,3162,29.44,98.1,0.533,-,13430.69602,12712.79012,10183.72,
2508505,livramentense,ERNANDES BARBOZA N&Oacute;BREGA,266.948,6877,25.76,97.3,0.566,10.87,18430.66759,17932.41865,8538.6,
2508554,logradourense,JOSE MARINALDO DA CRUZ,42.876,4797,111.88,98.6,0.583,-,14621.9789,13412.23218,10050.53,
2508703,m&atilde;e-daguense,FRANCISCO CIRINO DA SILVA,228.676,3583,15.67,96.4,0.542,37.74,14762.87198,12335.96137,9127.5,
2508802,maltense,IGOR XAVIER DE LUCENA,172.01,6046,35.15,96.7,0.642,11.76,14236.80888,14958.29333,12683.28,
2509008,manairense,MANOEL VIRGULINO SIM&Atilde;O,352.025,10434,29.64,95.8,0.543,-,24926.34551,20488.56896,7905.3,
2509156,marizopolense,LUCAS GON&Ccedil;ALVES BRAGA,69.952,6705,95.85,97.3,0.608,13.16,20819.99229,18703.16104,10918.26,
2509206,massarandubense,PAULO FRACINETTE DE OLIVEIRA,209.402,14139,67.52,98.5,0.567,11.24,29542.70463,28207.27662,8796.45,
2509339,matinhense,BENEDITO BRAZ DA SILVA,36.522,4571,125.16,96.9,0.541,14.08,14254.77507,13301.55177,11361.08,
2509370,matogrossense,RAIMUNDO JOSE DE LIMA,85.275,2543,29.82,94.4,0.565,-,13129.92931,11197.60097,9825.55,
2509396,matureense,JOS&Eacute; PEREIRA FREITAS DA SILVA,83.053,6433,77.46,98.4,0.572,-,18552.79454,17534.80963,8369.31,
2509404,mogeirense,ANTONIO JOSE FERREIRA,214.093,13899,64.92,98.6,0.574,23.81,29478.74903,30180.71516,12382.68,
2509503,montadense,JONAS DE SOUZA,31.793,5812,182.81,97.0,0.59,71.43,18321.89916,17351.18948,9133.38,
2509602,horebense,MARCOS ERON NOGUEIRA,116.854,4338,37.12,98.5,0.587,-,15565.24745,14443.86047,8950.69,
2509701,monteirense,ANNA LORENA DE FARIAS LEITE NOBREGA,992.62,32277,32.52,97.5,0.628,15.81,75035.17335,74260.97023,17272.04,
2509800,mulunguense,MELQUIADES JO&Atilde;O DO NASCIMENTO SILVA,187.259,8791,46.95,98.2,0.565,-,18747.43693,15729.68515,8922.39,
2509909,natubense,JOSE LINS DA SILVA FILHO,202.173,8945,44.24,99.3,0.541,11.9,25013.63409,24781.83629,8811.84,
2510006,nazarezinhense,MARCELO BATISTA VALE,193.203,7203,37.28,96.5,0.562,-,20255.47996,19903.24835,8305.1,
2510105,nova-florestense,JARSON SANTOS DA SILVA,47.572,9724,204.41,96.7,0.601,22.73,20585.65126,18436.17346,8541.0,
2510204,nova-olindense,DIOGO RICHELLI ROSAS,81.516,5787,70.99,97.4,0.573,14.29,16969.10844,17508.50345,8866.17,
2510303,nova-palmeirense,AILTON GOMES MEDEIROS,314.748,4259,13.53,99.1,0.595,21.74,15883.48457,14474.0388,8544.05,
2510402,olho-daguense,JOANA SABINO DE ALMEIDA CARVALHO,580.47,6060,10.44,98.0,0.572,24.1,18000.46397,16859.13857,9029.02,
2510501,olivedense,JOSE DE DEUS ANIBAL LEONARDO,314.625,3580,11.38,98.8,0.603,-,13924.584,12450.50405,10065.92,
2510600,ouro-velhense,AUGUSTO SANTA CRUZ VALADARES,128.11,2918,22.78,92.3,0.614,-,13350.54533,12115.37675,11353.24,
2510659,parariense,GENIVAL AIRES DE QUEIROZ FILHO,207.814,1720,8.28,99.5,0.584,47.62,11931.68606,10770.24335,11853.92,
2510709,passagense,JOSIVALDO ALEXANDRE DA SILVA,123.422,2463,19.96,97.7,0.62,-,11615.94577,12143.78943,10940.92,
2510808,patoense,NABOR WANDERLEY DA N&Oacute;BREGA FILHO,472.892,103165,218.16,97.8,0.701,7.03,226867.5037,225987.55017,17737.68,
2510907,paulistense,VALMAR ARRUDA DE OLIVEIRA,577.379,11834,20.5,96.0,0.587,-,29614.91665,26236.87076,11591.68,
2511004,pedra-branquense,JOSEMARIO BASTOS DE SOUZA,116.873,3739,31.99,97.9,0.599,-,18336.03564,18809.66008,9305.67,
2511103,pedra-lavradense,JOSE ANTONIO VASCONCELOS DA COSTA,335.615,6859,20.44,98.8,0.574,27.03,21632.12132,21186.90097,9360.6,
2511301,piancoense,DANIEL GALDINO DE ARA&Uacute;JO PEREIRA,576.986,16441,28.49,97.4,0.621,22.73,47975.8222,45731.16334,11810.68,
2511400,picu&iacute;ense,OLIV&Acirc;NIO DANTAS REM&Iacute;GIO,667.714,18333,27.46,97.7,0.608,27.24,45051.77553,44246.05425,10919.1,
2511608,piloense,MARIA DO SOCORRO SANTOS BRILHANTE,65.574,6815,103.93,97.5,0.56,6.67,22900.23932,20176.90663,12818.87,
2511707,pil&otilde;ezinhense,MARCELO MATIAS CAMELO,40.908,5329,130.27,96.0,0.564,27.03,12849.96003,11686.60029,10800.85,
2511806,pirpiritubense,DENILSON DE FREITAS SILVA,80.672,9340,115.78,96.6,0.595,20.98,28020.31512,19178.27616,8557.5,
2512002,pocinhense,ELIANE MOURA DOS SANTOS GALDINO,623.967,17469,28.0,98.2,0.591,14.23,40251.13972,39104.89791,14509.96,
2512036,po&ccedil;odantense,ITAMAR MOREIRA FERNANDES,97.758,3830,39.18,98.4,0.525,-,19054.23235,18118.64085,9340.55,
2512077,po&ccedil;omourense,PAULO BRAZ DE MOURA,94.646,4006,42.33,98.5,0.612,-,20162.4889,18651.09651,10202.67,
2512101,pombalense,ABMAEL DE SOUSA LACERDA,894.099,32473,36.32,95.4,0.634,7.3,64615.36882,59217.99476,12998.29,
2512200,prataense,GENIVALDO FERNANDES DA SILVA,201.788,3915,19.4,98.9,0.608,18.18,14888.45801,14720.93381,13834.21,
2512309,princesense,RICARDO PEREIRA DO NASCIMENTO,368.569,21114,57.29,95.7,0.606,6.99,44942.71642,44734.59511,10842.03,
2512408,puxinanaense,FELIPE GURGEL COUTINHO,71.118,14277,200.75,98.4,0.617,13.16,27068.27521,24461.33687,8844.64,
2512507,queimadense,JOSE CARLOS DE SOUSA R&Ecirc;GO,402.748,47658,118.33,96.6,0.608,24.65,92727.23343,83188.317,11976.17,
2512606,quixabense,CL&Aacute;UDIA MAC&Aacute;RIO LOPES,147.158,1743,11.84,99.0,0.622,-,13157.62161,11611.55318,11839.89,
2512705,remigioense,FRANCISCO ANDR&Eacute; ALVES,183.459,17885,97.49,97.1,0.607,7.43,41987.94514,38604.95502,8819.37,
2512747,riach&atilde;oense,MARIA DA LUZ DOS SANTOS LIMA,85.291,2927,34.32,98.8,0.574,-,14901.06743,13064.44227,9317.27,
2512754,riachonense,JOSE DE ARIMATEA DA SILVA,40.281,4690,116.43,96.9,0.553,17.54,14834.55414,12915.17408,10365.43,
2512788,riachoantoniense,GILSON GON&Ccedil;ALVES DE LIMA,93.654,1955,20.87,98.0,0.594,-,13097.6261,11837.04496,13586.49,
2512804,riachoense,FRANCISCO EUDES VIEIRA DE ARAUJO,262.532,8493,32.35,97.1,0.568,16.26,20918.69514,19619.33252,9948.53,
2513000,salgadinhense,MARCOS ANTONIO ALVES,179.005,3355,18.74,97.6,0.563,-,13609.12065,10977.29631,7842.46,
2513109,salgadense,JONI MARCOS SOUZA DE OLIVEIRA,204.079,11505,56.38,97.3,0.568,6.94,27057.50407,25885.19541,10639.36,
2513158,ceciliense,JOSE MAC&Iacute;LIO FARIAS DA SILVA,217.577,7670,35.25,98.5,0.525,25.64,21331.06982,18896.18244,8966.86,
2513208,santa-cruzense,PAULO C&Eacute;SAR FERREIRA BATISTA,217.677,5947,27.32,96.5,0.618,26.67,17816.57816,17545.3977,8866.13,
2513307,santa-helenense,JOAO CLEBER FERREIRA LIMA,211.143,5865,27.78,98.5,0.609,22.73,17566.47691,17273.95578,10018.92,
2513356,santineense,FELIX HENRIQUE LEITE VIEIRA,327.635,3227,9.85,96.2,0.572,-,13752.94461,12230.92933,9447.83,
2513406,santa-luziense,JOS&Eacute; ALEXANDRE DE ARA&Uacute;JO,440.766,14959,33.94,97.8,0.682,15.79,37348.35751,34805.56716,19092.03,
2513505,santanense,NERIVAL IN&Aacute;CIO DE QUEIROZ,405.164,5010,12.37,94.5,0.535,32.26,18234.79041,13617.78786,8898.71,
2513604,santana-garrotense,JOS&Eacute; PAULO FILHO,361.484,6569,18.17,96.2,0.594,-,16941.05324,16328.55799,8905.32,
2513653,Joca-Claudinense,RINALDO CIPRIANO DE SOUSA,71.799,2539,35.36,98.5,0.622,-,14651.65082,13830.19895,11373.98,
2513802,santa-teresinhense,JOS&Eacute; DE ARIMAT&Eacute;IA NUNES CAMBOIM,359.442,4402,12.25,98.8,0.627,33.9,15554.03972,14314.06856,10522.78,
2513851,santoandreense,EDGLEI AMORIM DO NASCIMENTO,197.791,2622,13.26,99.1,0.6,43.48,12078.56701,11697.74497,11579.32,
2513901,s&atilde;o-bentense,JARQUES L&Uacute;CIO DA SILVA II,245.84,32235,131.12,95.3,0.58,8.23,71441.78286,70102.99422,14242.72,
2513927,s&atilde;obentinhense,M&Ocirc;NICA DOS SANTOS FERREIRA,199.635,4327,21.67,97.8,0.606,23.26,12384.80151,9891.41007,10807.5,
2513943,s&atilde;odominguense,ONILDO LINDBERG ANANIAS DA SILVA,233.835,2585,11.05,97.3,0.589,-,10925.61486,10943.83571,10114.44,
2513968,s&atilde;odominguense,ADEILZA SOARES FREIRES,170.361,2595,15.23,94.0,0.548,-,13641.45905,12016.91048,10386.38,
2513984,francisquense,GERONCIO SUCUPIRA JUNIOR,90.724,3137,34.58,96.9,0.58,22.22,14805.13863,12804.88962,10811.37,
2514008,caririense,JOSE HELDER TRAJANO DE QUEIROZ,612.966,4226,6.89,98.3,0.622,19.23,14459.73449,13209.31843,11780.38,
2514107,s&atilde;o-jo&atilde;o-tigrense,M&Aacute;RCIO ALEXANDRE LEITE,812.617,4263,5.25,96.1,0.552,17.24,16150.7548,14605.20977,8554.13,
