,CDESTACAO,SGUF,ENTIDADE,CORPODAGUA,LATITUDE,LONGITUDE,MIN_2019,MIN_2020,MIN_2021,MED_2019,MED_2020,MED_2021,MAX_2019,MAX_2020,MAX_2021
1809,SC27,MG,IGAM,Ribeirão do Chiqueiro,-18.43981,-43.74853,,55.625361,56.038819,,60.822876,67.086648,,73.845291,87.103048
1810,ITA1E010,ES,AGERH,Rio Itaúnas,-18.439167,-39.709253,,,,,,,,,
1811,ITA1C017,ES,IEMA,Informação não disponível,-18.436722,-39.709583,,48.094201,,,64.230652,,,76.661153,
1812,ITA1C016,ES,IEMA,Informação não disponível,-18.435611,-39.709222,,44.723261,,,61.186116,,,70.404522,
1813,ITA1C015,ES,IEMA,Rio Itaúnas,-18.432953,-39.710419,,41.886831,,,63.33467,,,77.867557,
1814,PB012,MG,IGAM,Rio Capivara,-18.43,-46.95,,68.03142,57.234634,,69.526794,69.253532,,71.120386,78.048039
1815,PB007,MG,IGAM,Rio Paranaíba,-18.42417,-48.06833,,54.760342,70.027714,,77.808969,78.23836,,91.287607,83.347189
1816,PB025,MG,IGAM,Rio Paranaíba,-18.42,-49.19611,,65.835793,71.323773,,75.53871,77.841361,,82.854267,82.854267
1817,PB037,MG,IGAM,Rio Santo Inácio,-18.41544,-47.15486,,49.970053,49.970053,,65.838776,65.746022,,74.698691,74.698691
1818,RD087,MG,IGAM,Rio Urupuca,-18.41497,-42.05228,74.534878,53.266473,53.266473,76.32938,73.017829,75.581818,78.526869,78.929801,91.089341
1819,JE001,MG,IGAM,Rio Jequitinhonha,-18.40611,-43.51381,,71.727872,71.727872,,79.520781,80.024782,,93.658903,89.836747
1820,SF060,MG,IGAM,Rio Abaeté,-18.3846,-45.07472,,43.941854,47.641406,,60.996922,62.881378,,93.222956,79.315249
1821,RD086,MG,IGAM,Rio Suaçuí Grande,-18.37606,-42.29881,77.298422,69.351364,69.351364,82.667964,79.61502,80.32255,87.647179,87.647179,90.619427
1822,SC31,MG,IGAM,Córrego Jaboticabas,-18.37,-44.39,,,,,,,,,
1823,PB030,MG,IGAM,Ribeirão Santo Antônio das Minas Vermelhas,-18.36,-46.97,,51.455995,53.655484,,71.917091,74.548863,,81.757047,87.727318
1824,SC39,MG,IGAM,Córrego Matadouro,-18.35972,-44.44667,,57.207622,57.353539,,62.96123,63.473471,,69.14796,71.873975
1825,00MS22TQ2481,MS,IMASUL,Rio Taquari,-18.358611,-54.606389,65.831553,65.831553,,71.797731,71.919181,,75.894506,75.894506,
1826,RD085,MG,IGAM,Rio Suaçuí Grande,-18.35511,-42.79164,67.726193,54.408106,54.408106,70.719286,67.341949,66.230062,73.25573,73.25573,72.607431
1827,SC32,MG,IGAM,Córrego Jaboticabas,-18.34,-44.34,,,,,,,,,
1828,SC38,MG,IGAM,Córrego Matadouro,-18.34,-44.41,,,,,,,,,
1829,PB039,MG,IGAM,Rio Perdizes,-18.32975,-47.48656,,41.881647,28.118693,,55.50958,52.066978,,69.08297,69.08297
1830,,ES,,,-18.323033,-40.635219,,,52.172806,,,65.689439,,,81.266796
1831,SF044,MG,IGAM,Ribeirão do Boi,-18.31861,-45.07472,,43.609113,45.886492,,63.725878,70.123377,,80.83297,89.48134
1832,ITA1C010,ES,IEMA,Rio Itaúnas,-18.311678,-39.955031,,50.810341,,,64.478539,,,77.395796,
1833,PTE001,MG,IGAM,Rio da Prata (SF7),-18.30714,-46.27661,,44.256059,44.256059,,67.517623,71.869029,,81.615901,91.240868
1834,BV152,MG,IGAM,Rio das Velhas,-18.30583,-44.23272,,36.712377,45.989196,,65.194788,68.564801,,84.013376,86.617893
1835,ITA1D015,ES,AGERH,Rio Itaúnas,-18.301111,-39.955031,,,,,,,,,
1836,BV145,MG,IGAM,Rio Pardo Pequeno,-18.29725,-44.15701,,73.077157,73.077157,,79.678843,79.380111,,83.488795,89.78925
1837,RDCRDC800,BA,INEMA,Barragem Pedra do Cavalo / Rio Jacuipe,-18.279,-39.707944,,56.853274,40.347872,,63.818926,61.054543,,72.81194,72.81194
1838,BG066,MG,IGAM,Rio Uberaba,-18.27,-46.02,,31.749817,50.196455,,57.966044,60.071544,,68.34318,68.34318
1839,ITA1C005,ES,AGERH,Rio Itaúnas,-18.265175,-40.034469,,65.90925,,,73.865031,,,80.793248,
1840,ITA1E005,ES,IEMA,Rio Itaúnas,-18.265037,-40.03444,,,,,,,,,
1841,BV146,MG,IGAM,Rio das Velhas,-18.21722,-44.34861,,46.197959,53.845252,,69.060357,71.661029,,80.789023,88.956043
1842,SF054,MG,IGAM,Rio São Francisco (SF),-18.18858,-45.07472,,43.973529,58.594104,,70.499648,76.679127,,90.988131,86.806773
1843,SF015,MG,IGAM,Rio São Francisco (SF),-18.15428,-45.22544,,59.214244,59.214244,,70.804942,72.06225,,92.207225,82.353312
1844,BV147,MG,IGAM,Rio Bicudo,-18.12417,-44.53656,,49.480481,49.480481,,74.889237,73.748992,,85.144233,90.506696
1845,SM001,MG,IGAM,Rio São Mateus (SM1),-18.12219,-40.87947,,61.839698,68.189939,,77.557501,79.409296,,92.301342,91.666306
1846,JE003,MG,IGAM,Rio Jequitinhonha,-18.12,-43.51667,,68.077465,69.914201,,75.434972,76.823278,,88.822916,82.808516
1847,JE036,MG,IGAM,Rio Preto,-18.12,-43.34,,54.11469,60.285249,,67.29877,75.660204,,79.4654,85.664818
1848,BP064,MG,IGAM,Represa Várzea das Flores,-18.11,-43.86,,82.94464,82.94464,,85.329881,87.067231,,90.90415,91.557901
1849,SF017,MG,IGAM,Rio Abaeté,-18.10961,-45.46278,,48.999206,49.53122,,66.455378,66.15085,,93.556217,85.000318
1850,SC33,MG,IGAM,Rio Curumataí,-18.10022,-44.31106,,58.146431,46.095449,,74.484632,72.860898,,81.763968,81.57997
1851,MCRMCR400,BA,INGÁ,Mucuri,-18.099111,-39.893222,,61.448175,51.320563,,66.491323,63.465136,,76.661036,71.156859
1852,PB005,MG,IGAM,Rio Paranaíba,-18.07064,-47.30161,,50.930538,51.328349,,69.436023,70.382991,,82.578893,84.522078
1853,PTE003,MG,IGAM,Rio Santa Catarina,-17.9875,-46.88022,,42.554786,42.554786,,54.70745,61.280838,,77.181475,77.181475
1854,MCRMCR200,BA,INEMA,Mucuri,-17.9825,-40.012222,,66.710296,54.238225,,71.941318,68.433971,,79.519529,74.736457
1855,PTE021,MG,IGAM,Rio Santo Antônio (SF7),-17.96083,-45.70342,,47.262812,47.262812,,67.148066,71.640602,,80.435913,91.98169
1856,SF016,MG,IGAM,Rio São Francisco (SF),-17.95958,-45.17756,,66.429136,64.177206,,75.890898,75.790338,,92.226091,87.818916
1857,JE035,MG,IGAM,Rio Araçuaí,-17.95,-43.25,,59.978272,59.978272,,68.726629,73.239865,,73.688585,83.447202
1858,PTE005,MG,IGAM,Rio Santa Catarina,-17.921,-46.75131,,50.73762,53.583614,,70.160277,72.853658,,84.111001,78.977742
1859,SFH10,MG,IGAM,Rio Claro,-17.91556,-47.01056,,65.881606,68.849555,,72.138102,74.757002,,77.840043,78.732243
1860,MU008,MG,IGAM,Rio Urucu,-17.91489,-41.01114,,51.251264,51.251264,,62.818945,65.24907,,70.636146,72.929605
1861,00MS21PQ2253,MS,IMASUL,Rio Piquiri,-17.914722,-54.69,65.66846,56.002171,,69.851384,67.081541,,76.548217,76.548217,
1862,MCRLSC001,BA,INEMA,Mucuri,-17.8956,-40.2025,,53.397577,,,67.197057,,,76.651212,
1863,MU007,MG,IGAM,Rio Todos os Santos,-17.88269,-41.30622,,42.078878,40.441711,,50.905898,53.112275,,58.635151,58.635151
1864,BV151,MG,IGAM,Rio das Velhas,-17.865,-44.5335,,46.816051,51.468961,,71.544543,71.395691,,87.651007,89.853893
1865,PE001,MG,IGAM,Rio Pau Alto,-17.85572,-40.17078,,39.4772,47.895893,,53.220325,54.780455,,64.254692,64.254692
1866,MU006,MG,IGAM,Rio Todos os Santos,-17.84142,-41.68772,,44.112601,64.010562,,63.675151,72.977489,,78.608781,82.504519
1867,MU013,MG,IGAM,Rio Mucuri,-17.83814,-40.34056,,62.847049,62.847049,,69.806704,70.771225,,74.544939,83.395966
1868,PTE019,MG,IGAM,Rio do Sono,-17.82211,-45.93411,,40.687738,40.687738,,67.954483,69.286221,,80.241359,83.66897
1869,PIJPRP400,BA,INGÁ,Peruípe,-17.812694,-39.787694,,52.046806,50.964623,,64.667245,57.070035,,70.738583,61.825564
1870,,BA,,,-17.799167,-39.663889,,,54.442091,,,67.0856,,,73.943529
1871,PTE007,MG,IGAM,Rio Paracatu,-17.77906,-46.61628,,48.763817,48.763817,,64.907915,68.56591,,78.367505,80.619184
1872,BV157,MG,IGAM,Córrego da Corrente,-17.75,-44.5,,66.430168,66.430168,,74.647039,79.347791,,85.746962,87.696006
1873,BV158,MG,IGAM,Ribeirão Cotovelo,-17.75,-44.67,,42.342297,42.342297,,65.585397,71.741988,,75.823862,87.969841
1874,PTE009,MG,IGAM,Rio Claro,-17.74325,-46.92333,,58.408542,67.207709,,70.541598,74.111167,,77.641087,77.641087
1875,MU011,MG,IGAM,Rio Pampã,-17.70611,-40.60917,,73.361578,73.361578,,78.22875,78.588423,,81.478761,90.721832
1876,MU009,MG,IGAM,Rio Mucuri,-17.70433,-40.72175,,67.37605,64.793609,,69.811747,69.527253,,73.54606,75.560519
1877,PB032,MG,IGAM,Rio Paranaíba,-17.7,-46.88,,50.412107,47.155738,,65.714911,66.540284,,80.203571,80.490053
1878,PT001,MG,IGAM,Rio da Prata (SF7),-17.66372,-46.35461,,44.086941,44.086941,,64.734401,64.594785,,93.779102,83.712366
1879,00MS21CR2000,MS,IMASUL,Rio Correntes,-17.653611,-55.137778,75.588717,75.588717,,78.674734,79.884242,,82.516201,84.722271,
1880,00MS21PQ2125,MS,IMASUL,Rio Piquiri,-17.653333,-55.1375,74.360249,68.297551,,75.729014,74.242721,,77.499969,77.499969,
1881,00MS21PQ2123,MS,IMASUL,Rio Piquiri,-17.645556,-55.143889,77.433391,74.002148,,80.407361,79.126319,,82.088697,82.088697,
1882,00MS21CA2008,MS,IMASUL,Córrego Cabeceira Alta,-17.6425,-54.819444,58.607096,51.724834,,63.696411,61.302095,,72.114619,72.114619,
1883,PTE011,MG,IGAM,Ribeirão Arrenegado,-17.62675,-46.89944,,57.043611,65.846395,,70.215095,72.347995,,77.396501,77.396501
1884,00MS21CA2019,MS,IMASUL,Córrego Cabeceira Alta,-17.618611,-54.744444,57.577548,57.577548,,65.2421,64.70978,,74.985879,74.985879,
1885,MU014,MG,IGAM,Rio Mucuri,-17.59506,-41.49208,,61.11398,48.641481,,64.243077,65.215659,,72.047227,78.458818
1886,BV148,MG,IGAM,Rio das Velhas,-17.5935,-44.71483,,40.663149,40.663149,,64.715235,65.37549,,86.729302,88.43631
1887,JE026,MG,IGAM,Rio Jequitinhonha,-17.56,-43.52,,64.061947,67.595558,,74.74471,78.263662,,83.214356,84.70794
1888,PIJALB900,BA,INEMA,Alcobaça,-17.534,-39.22361,,43.533459,43.533459,,64.861557,55.809325,,72.194929,62.193209
1889,00MS21CR2060,MS,IMASUL,Rio Correntes,-17.520556,-54.739167,67.972702,67.103405,,76.388028,74.531103,,83.06808,83.06808,
1890,PIJALB500,BA,INGÁ,Alcobaça,-17.51325,-39.645667,,57.814723,57.814723,,67.442799,67.178706,,76.181962,77.53847
1891,PTE017,MG,IGAM,Rio da Prata (SF7),-17.51131,-46.52547,,57.366678,,,65.660363,,,78.04649,
1892,BPE8,MG,IGAM,Represa de Três Marias,-17.51,-44.72,,71.722434,71.722434,,84.496852,84.005657,,93.402494,93.87124
1893,PIJALB700,BA,INGÁ,Alcobaça,-17.505361,-39.427361,,64.331132,57.974981,,70.107669,65.711182,,74.640243,70.553961
1894,PTE015,MG,IGAM,Rio Escuro,-17.50286,-46.60239,,68.762673,68.762673,,76.395575,76.975565,,81.270363,91.531317
1895,PT003,MG,IGAM,Rio Paracatu,-17.50111,-46.57056,,58.689386,65.737239,,74.728656,74.541879,,83.870464,82.264773
1896,MU001,MG,IGAM,Rio Mucuri,-17.49444,-41.31222,,71.317045,63.213711,,76.736457,74.018769,,88.300551,84.553976
1897,MU005,MG,IGAM,Rio Mucuri,-17.49194,-41.23772,,67.398097,68.232586,,73.831071,73.513885,,85.873012,89.241086
1898,PTE013,MG,IGAM,Ribeirão Escurinho,-17.47758,-46.79931,,55.164948,55.164948,,70.595684,71.505565,,79.001975,78.015434
1899,JE012,MG,IGAM,Rio Itamarandiba,-17.46336,-42.73003,,44.857857,51.622013,,70.761493,76.385636,,82.338519,89.567433
1900,BV159,MG,IGAM,Ribeirão da Corrente,-17.46,-44.68,,79.102342,60.916425,,80.678428,75.736643,,83.003613,90.266705
1901,PB036,MG,IGAM,Ribeirão da Batalha,-17.44564,-47.34506,,71.052619,71.052619,,77.998742,79.92718,,86.626641,86.626641
1902,JE034,MG,IGAM,Ribeirão da Areia,-17.43,-43.57,,52.805272,55.306062,,65.461215,71.868392,,74.440449,84.680316
1903,MU003,MG,IGAM,Ribeirão Marambaia,-17.40167,-41.23833,,71.311147,68.711325,,74.055527,74.576763,,75.733746,82.1778
1904,,MG,,,-17.4,-46.54,,,71.059153,,,72.827809,,,75.246568
1905,MU002,MG,IGAM,Rio Preto (MU1),-17.37722,-41.57953,,65.749176,60.650597,,72.695866,71.053469,,77.714496,77.714496
1906,PIJALB230,BA,INEMA,Alcobaça,-17.377,-40.21556,,44.918869,44.918869,,55.547006,49.664215,,62.820041,55.576631
1907,PIJALB200,BA,INEMA,Alcobaça,-17.373056,-40.23075,,52.225067,51.96295,,64.329477,56.647208,,73.411259,65.135202
1908,PT011,MG,IGAM,Rio do Sono,-17.35072,-45.5315,,52.434491,49.847999,,69.324415,71.1204,,85.892767,93.869566
1909,PIJJUC900,BA,INEMA,Jucuruçu,-17.310833,-39.253333,,53.728131,53.728131,,62.832177,58.264461,,72.797378,63.081338
1910,PT005,MG,IGAM,Córrego Rico,-17.30447,-46.77094,,54.955807,63.779773,,71.890562,72.485881,,83.422795,76.913449
1911,ARA151,MT,SEMA,Rio Araguaia,-17.301944,-53.216667,63.93554,,,67.205646,,,70.475751,,
1912,SF019,MG,IGAM,Rio São Francisco (SF),-17.29722,-44.93006,,59.252882,52.405289,,69.815922,73.192617,,82.86067,85.118868
1913,JE013,MG,IGAM,Rio Araçuaí,-17.286,-42.82033,,48.15381,51.250509,,72.544706,78.108512,,90.641759,90.304597
1914,SFH11,MG,IGAM,Rio Paracatu,-17.25528,-46.47389,,54.533864,54.533864,,69.404922,69.010617,,86.442784,86.442784
1915,IN001,MG,IGAM,Rio Itanhém,-17.25269,-40.56928,,61.819166,61.819166,,67.070959,66.854063,,71.148705,75.487348
1916,PIJALB050,BA,INEMA,Alcobaça,-17.252,-40.57031,,58.321679,58.45496,,63.699175,63.371326,,73.480121,70.706705
1917,PIJJUS400,BA,INGÁ,Jucuruçu-Braço Sul,-17.247917,-39.621417,,57.110811,57.110811,,64.318166,69.459118,,73.56396,82.072904
1918,JE005,MG,IGAM,Rio Jequitinhonha,-17.24353,-43.08144,,75.467621,75.938825,,80.996052,82.483473,,92.436451,90.880545
1919,PTE023,MG,IGAM,Córrego Rico,-17.24031,-46.86683,,52.502409,55.868604,,64.209935,64.389384,,75.83509,75.797348
1920,JE014,MG,IGAM,Rio Fanado,-17.21978,-42.59636,,35.877829,39.50578,,65.246642,68.550664,,81.241272,77.596712
1921,SFC005,MG,IGAM,Rio Jequitaí,-17.21,-44.47,,49.04194,60.212584,,71.952187,76.649818,,84.854144,84.854144
1922,BV149,MG,IGAM,Rio das Velhas,-17.20653,-44.81308,,49.175086,52.585224,,69.261977,70.520624,,84.16796,90.854122
1923,PT010,MG,IGAM,Rio Caatinga,-17.19986,-45.90275,,45.961918,45.961918,,65.843746,67.323504,,80.828264,80.828264
1924,BPE6,MG,IGAM,Represa de Três Marias,-17.18,-44.98,,71.92505,63.739185,,86.918888,84.746824,,93.422567,93.679532
1925,,MG,,,-17.14,-46.82,,,75.981604,,,79.10274,,,81.327532
1926,BPE9,MG,IGAM,Córrego dos Gomes,-17.13,-43.23,,46.378495,51.562044,,74.807615,72.637211,,90.51094,93.115015
1927,PTE029,MG,IGAM,Ribeirão São Pedro (SF7),-17.12053,-46.76653,,47.839383,47.839383,,72.079264,69.559731,,79.178966,79.178966
1928,SFC001,MG,IGAM,Rio Guavanipã,-17.09,-43.83,,14.732056,15.909542,,27.292463,33.200805,,54.178495,53.198165
1929,SF021,MG,IGAM,Rio Jequitaí,-17.08333,-44.71667,,46.921937,54.844791,,73.795392,75.041437,,94.052729,91.921227
1930,PTE035,MG,IGAM,Rio Verde (SF7),-17.05953,-46.09314,,66.506671,66.481487,,75.967353,74.272393,,87.191133,77.589429
1931,PIJJUN400,BA,INGÁ,Jucuruçu-Braço Norte,-17.045111,-39.5445,,57.146112,57.146112,,63.794465,66.758667,,71.996989,72.891942
1932,PTE025,MG,IGAM,Ribeirão São Pedro (SF7),-17.03844,-46.81506,,44.857197,44.857197,,69.748521,68.34901,,77.751591,77.264309
1933,PB035,MG,IGAM,Rio São Marcos,-17.03414,-47.16244,,52.968216,52.968216,,74.14637,73.449003,,84.258485,83.20169
1934,SFH13,MG,IGAM,Rio Paracatu,-17.03056,-45.53944,,57.467651,57.467651,,71.44077,72.249668,,84.752154,83.989466
1935,PT009,MG,IGAM,Rio Paracatu,-17.02917,-46.01447,,52.04806,51.201841,,73.676201,69.692927,,90.154062,81.489545
1936,PTE033,MG,IGAM,Rio Paracatu,-17.02569,-46.23939,,59.803382,60.639127,,72.429375,74.992901,,83.055976,91.907434
1937,PB028,MG,IGAM,Córrego São Lourenço,-17.02,-48.58,,61.284768,69.598669,,73.840477,74.725296,,81.65054,79.693281
1938,JE018,MG,IGAM,Rio Setúbal,-16.97539,-42.25258,,44.612105,44.612105,,52.021953,52.529955,,55.601355,57.657055
1939,JE015,MG,IGAM,Rio Araçuaí,-16.94519,-42.46283,,42.448806,45.172117,,67.00707,70.805058,,78.995599,90.501081
1940,JE016,MG,IGAM,Rio Gravatá,-16.92297,-42.13331,,42.260788,42.260788,,63.286234,70.365736,,78.023284,79.462902
1941,JE040,MG,IGAM,Rio Capivari,-16.92,-41.46,,37.68209,40.02164,,54.124873,58.300216,,73.356558,73.356558
1942,PTE031,MG,IGAM,Ribeirão Entre Ribeiros,-16.91358,-46.39061,,63.352635,63.352635,,76.333264,74.828141,,83.365148,80.062606
1943,JE043,MG,IGAM,Rio Araçuaí,-16.87,-41.31,,46.609682,49.304461,,69.553588,77.323572,,81.055119,92.387152
1944,JE041,MG,IGAM,Rio Setúbal,-16.86,-41.76,,59.37806,59.37806,,62.4969,63.995195,,67.936592,73.13002
1945,SF023,MG,IGAM,Rio São Francisco (SF),-16.85972,-44.91517,,53.656174,54.394033,,72.749159,73.756692,,84.64749,88.301157
1946,JE017,MG,IGAM,Rio Araçuaí,-16.85056,-42.07722,,40.315696,46.735874,,59.998108,64.598615,,73.927697,77.618562
1947,PIJJUN100,BA,INEMA,Jucuruçu,-16.845556,-40.1895,,57.713606,57.713606,,68.092728,63.679208,,72.961088,72.961088
1948,PIJJUC100,BA,INEMA,Jucuruçu,-16.845556,-40.189444,,,,,,,,,
1949,,BA,,,-16.838611,-40.156389,,,59.308562,,,61.707678,,,66.261744
1950,JU003,MG,IGAM,Rio Jucuruçú,-16.83861,-40.31917,,73.328852,68.510182,,75.895295,73.992828,,79.979456,77.340218
1951,PIJJUN250,BA,INGÁ,Jucuruçu-Braço Norte,-16.83831,-39.84134,,57.495479,57.495479,,61.97643,60.761555,,68.405562,63.137809
1952,VG001,MG,IGAM,Rio Verde Grande,-16.78167,-43.69083,,52.227309,50.968014,,56.928588,58.810795,,67.488767,67.488767
1953,SF040,MG,IGAM,Rio Pacuí,-16.75289,-44.96781,,42.021238,45.638712,,62.935482,63.24447,,78.398899,78.398899
1954,JU001,MG,IGAM,Rio Jucuruçú,-16.73169,-40.41947,,61.096415,57.84388,,65.794863,65.647462,,73.542248,70.313435
1955,FBSCIV400,BA,INGÁ,Caraíva,-16.717389,-39.449806,,63.391272,65.745077,,68.664241,71.680884,,72.440651,78.720069
1956,PTE037,MG,IGAM,Ribeirão Santa Fé,-16.69089,-45.41681,,46.416502,54.400628,,75.525108,74.724769,,87.643755,83.647954
1957,PT013,MG,IGAM,Rio Paracatu,-16.68833,-45.23556,,55.178291,55.178291,,75.17327,74.32132,,93.399064,93.399064
1958,JE002,MG,IGAM,Rio Congonhas,-16.67,-43.15,,51.293472,51.293472,,70.685459,71.234556,,80.401343,84.19568
1959,JE039,MG,IGAM,Rio Araçuaí,-16.66,-41.14,,41.729314,46.44009,,71.019011,77.849811,,91.466632,87.1779
1960,JE007,MG,IGAM,Rio Jequitinhonha,-16.65722,-42.39833,,58.508035,58.508035,,72.30429,75.259723,,78.626189,84.65994
1961,FBSFRD800,BA,INEMA,dos Frades,-16.641944,-39.142222,,45.565962,45.565962,,58.565509,58.333042,,70.401619,66.312732
1962,JE011,MG,IGAM,Rio Jequitinhonha,-16.62083,-42.18472,,55.555699,55.555699,,70.123733,70.271833,,84.02036,80.234267
1963,JE033,MG,IGAM,Ribeirão Extrema,-16.62,-42.94,,60.712143,60.712143,,72.366126,73.658927,,82.31304,86.159314
1964,FBSFRD300,BA,INGÁ,Rio dos Frades,-16.616833,-39.541333,,58.181117,65.378068,,66.637886,75.975237,,73.183581,81.677646
1965,JOR046,MT,SEMA,Rio Jorigue,-16.606667,-54.458611,,45.455568,,,58.32597,,,73.516504,
1966,VG003,MG,IGAM,Ribeirão dos Vieiras ou Rio dos Vieiras,-16.60469,-43.74286,,27.860541,33.100654,,34.443511,36.801874,,39.941143,42.245496
1967,JE019,MG,IGAM,Rio Jequitinhonha,-16.59667,-41.75694,,46.874515,36.57606,,66.348109,64.118355,,77.981534,88.768571
1968,JE032,MG,IGAM,Rio Itacambiruçu,-16.59,-42.9,,62.879749,53.278823,,73.694975,71.423053,,84.44091,89.837286
1969,BU001,MG,IGAM,Rio Buranhém,-16.58503,-40.13881,,66.997915,59.873788,,73.464595,73.190769,,81.056,88.561138
1970,JE044,MG,IGAM,Ribeirão São João,-16.58,-41.5,,46.794013,46.794013,,60.925638,62.092891,,75.130875,77.370461
1971,FBSPEX050,BA,INEMA,do Peixe / Buranhem,-16.574,-40.15406,,66.690083,70.812502,,69.308455,72.244316,,70.812502,74.436418
1972,UR009,MG,IGAM,Ribeirão das Almas,-16.57125,-45.98567,,47.219571,44.862332,,57.947017,56.521732,,65.877777,65.877777
1973,JE046,MG,IGAM,Rio São Miguel,-16.57,-41.02,,51.321257,51.321257,,64.188258,65.944709,,77.733745,77.81921
1974,JE038,MG,IGAM,Rio Jequitinhonha,-16.57,-42.76,,58.424272,61.597861,,71.642592,79.893886,,82.275472,91.607946
1975,FBSBRA900,BA,INEMA,Braço Norte,-16.556081,-39.429846,,60.755664,60.755664,,66.818585,68.395416,,74.596935,75.806508
1976,BU002,MG,IGAM,Rio Buranhém,-16.55,-40.15,,40.328175,56.200775,,60.686739,62.283174,,66.614884,66.366928
1977,JE030,MG,IGAM,Rio Vacaria,-16.54,-42.44,,46.329246,53.188025,,72.648344,75.610665,,83.975244,94.015946
1978,PT007,MG,IGAM,Rio Preto (SF7),-16.53333,-46.71944,,45.463502,46.570892,,71.232521,70.505237,,87.748028,93.597105
1979,VEM111,MT,SEMA,Rio Vermelho,-16.529733,-54.790964,,,,,,,,,
1980,SFJ15,MG,IGAM,Rio Caititu,-16.52042,-43.68072,,50.912115,50.743064,,58.842095,59.416695,,75.929759,75.929759
1981,CBA453,MT,SEMA,Rio Cuiabá,-16.520325,-56.375531,,61.762195,,,70.48611,,,79.824637,
1982,JE031,MG,IGAM,Rio Ventania,-16.52,-42.77,,65.278445,65.278445,,73.867014,74.856718,,84.556091,87.309169
1983,SFC015,MG,IGAM,Lagoa Tiririca,-16.5,-43.97,,,,,,,,,
1984,SFC060,MG,IGAM,Rio São Domingos (SF10),-16.5,-43.45,,,,,,,,,
1985,VEM088,MT,SEMA,Rio Vermelho,-16.49417,-54.609444,,49.873632,,,59.731846,,,74.484957,
1986,SFC065,MG,IGAM,Barragem São Domingos,-16.49,-43.45,,,,,,,,,
1987,VEM093,MT,SEMA,Rio Vermelho,-16.479581,-54.651792,,47.729361,,,56.842373,,,67.314386,
1988,CAR069,MT,SEMA,Córrego Arareau,-16.47472,-54.629167,,53.334079,,,55.852469,,,57.93832,
1989,VEM070,MT,SEMA,Vermelho,-16.468592,-54.481061,,44.884256,,,65.348287,,,75.132412,
1990,UR016,MG,IGAM,Ribeirão Santo André,-16.46783,-45.97539,,51.826267,47.004375,,73.143972,68.249716,,79.422675,85.129398
1991,SFC045,MG,IGAM,Rio Pacuí,-16.46,-44.5,,,,,,,,,
1992,SFC020,MG,IGAM,Lagoa Tiririca,-16.45,-44.02,,,,,,,,,
1993,SF039,MG,IGAM,Rio Riachão,-16.45,-44.0,,67.317914,69.109896,,74.774388,75.230866,,85.990305,85.990305
1994,JE020,MG,IGAM,Rio São Miguel (JQ3),-16.44439,-40.99922,,52.547705,52.547705,,69.89147,70.463205,,77.024469,84.201777
1995,JE021,MG,IGAM,Rio Jequitinhonha,-16.42789,-41.01778,,50.823936,49.952816,,67.119199,65.582792,,76.25969,79.686914
1996,,BA,,,-16.424167,-39.353611,,,56.74784,,,75.860196,,,84.947269
1997,GAR152,MT,SEMA,Rio das Garças,-16.421667,-53.523611,71.680949,,,76.548529,,,84.436668,,
1998,JE037,MG,IGAM,Rio Araçuaí,-16.42,-41.01,,41.614876,54.959978,,67.258575,77.363227,,82.2548,87.832929
1999,FBSBRH300,BA,INGÁ,Buranhém,-16.413389,-39.587306,,69.346938,70.006704,,73.292964,76.158095,,79.041631,82.06322
2000,JE009,MG,IGAM,Rio Salinas,-16.41,-42.41486,,47.564029,47.564029,,64.800628,68.813103,,78.929899,81.585809
2001,FBSBRH500,BA,INGÁ,Buranhém,-16.3928,-39.286,,63.894846,61.827532,,73.438877,70.185273,,82.990892,79.858373
2002,FBSBRH250,BA,INEMA,Cabeceira de Pedras,-16.39083,-39.68166,,64.273599,64.273599,,69.2894,70.889467,,78.611701,75.900427
2003,SFC025,MG,IGAM,Rio Riachão,-16.39,-44.24,,,,,,,,,
2004,SFC035,MG,IGAM,Rio Riachão,-16.39,-44.41,,48.520079,48.520079,,67.455677,72.290873,,78.554776,79.344067
2005,SFC030,MG,IGAM,Rio Santa Cruz,-16.38,-44.22,,,,,,,,,
2006,SFC040,MG,IGAM,Rio São Lourenço,-16.38,-44.44,,,,,,,,,
2007,SF025,MG,IGAM,Rio São Francisco (SF),-16.37072,-45.06542,,53.309405,53.309405,,74.995604,75.275839,,91.176142,91.342834
2008,BAN60,MT,SEMA,Rio Bandeira,-16.345194,-53.708083,47.932842,,,58.670461,,,69.40808,,
2009,SFJ16,MG,IGAM,Rio Verde Grande,-16.34058,-43.78314,,41.71758,42.647537,,48.968953,50.124981,,57.596705,56.981957
2010,SFC085,MG,IGAM,Barragem Canabrava,-16.34,-43.4,,,,,,,,,
2011,PTE027,MG,IGAM,Rio Preto (SF7),-16.33519,-46.92392,,49.847263,50.064877,,70.914515,69.163119,,83.173889,84.118726
2012,SFC090,MG,IGAM,Córrego Canabrava,-16.33,-43.42,,,,,,,,,
2013,CBA671,MT,SEMA,Rio Cuiabá,-16.314725,-56.543617,,34.583854,,,66.829819,,,79.44221,
2014,ARA1206 ou SLO182,MT,SEMA,Informação não disponível,-16.313558,-54.923392,77.65877,57.790715,,79.091145,69.04266,,80.52352,79.137006,
